seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_SingleMu20er2p1,7.147,1,7.147,0.450,0.000,0.000,0.963,1.008
L1_SingleMu22er2p1,5.689,1,5.689,0.402,0.000,0.000,0.650,1.008
L1_DoubleMu0,205.774,0,0.000,0.000,0.000,0.000,0.000,1.013
L1_DoubleMu_11_4,3.126,1,3.126,0.298,0.602,0.131,1.082,1.012
L1_DoubleMu_12_5,1.949,1,1.949,0.235,0.000,0.000,0.340,1.011
L1_DoubleMu_12_8,0.658,1,0.658,0.137,0.000,0.000,0.080,1.010
L1_DoubleMu_13_6,1.261,1,1.261,0.189,0.000,0.000,0.164,1.011
L1_DoubleMu_15_5,1.204,1,1.204,0.185,0.000,0.000,0.141,1.011
L1_DoubleMu_15_7,0.659,1,0.659,0.137,0.000,0.000,0.055,1.010
L1_DoubleMu18er2p1,0.057,1,0.057,0.040,0.000,0.000,0.003,1.008
L1_DoubleMu22er2p1,0.057,1,0.057,0.040,0.000,0.000,0.003,1.008
L1_TripleMu0,11.484,0,0.000,0.000,0.000,0.000,0.000,1.018
L1_TripleMu3,1.787,1,1.787,0.225,0.317,0.095,0.703,1.017
L1_TripleMu_4_4_4,0.489,1,0.489,0.118,0.000,0.000,0.089,1.015
L1_TripleMu_5_0_0,4.068,0,0.000,0.000,0.000,0.000,0.000,1.018
L1_TripleMu_5_3_3,1.066,1,1.066,0.174,0.000,0.000,0.196,1.016
L1_TripleMu_5_5_3,0.604,1,0.604,0.131,0.000,0.000,0.080,1.015
L1_QuadMu0,0.667,0,0.000,0.000,0.000,0.000,0.000,1.023
L1_SingleEG5,10216.906,140000,0.057,0.040,0.057,0.040,0.057,1.000
L1_SingleEG10,1674.104,23000,0.057,0.040,0.057,0.040,0.057,1.000
L1_SingleEG15,390.906,5300,0.057,0.040,0.057,0.040,0.057,0.999
L1_SingleEG18,126.331,0,0.000,0.000,0.000,0.000,0.000,0.996
L1_SingleEG24,42.347,0,0.000,0.000,0.000,0.000,0.000,0.992
L1_SingleEG26,32.844,440,0.056,0.040,0.056,0.040,0.056,0.991
L1_SingleEG28,24.964,0,0.000,0.000,0.000,0.000,0.000,0.993
L1_SingleEG30,19.594,0,0.000,0.000,0.000,0.000,0.000,0.992
L1_SingleEG32,15.004,0,0.000,0.000,0.000,0.000,0.000,0.991
L1_SingleEG34,12.441,1,12.441,0.594,0.365,0.102,1.688,0.991
L1_SingleEG36,9.970,1,9.970,0.532,0.000,0.000,0.854,0.991
L1_SingleEG38,8.455,1,8.455,0.490,0.000,0.000,0.548,0.991
L1_SingleEG40,7.279,1,7.279,0.454,0.000,0.000,0.371,0.991
L1_SingleEG42,5.935,1,5.935,0.410,0.000,0.000,0.238,0.992
L1_SingleEG45,4.852,1,4.852,0.371,0.000,0.000,0.162,0.995
L1_SingleEG50,3.418,1,3.418,0.311,0.000,0.000,0.079,0.996
L1_SingleEG34er2p1,8.910,1,8.910,0.503,0.000,0.000,0.816,1.001
L1_SingleEG36er2p1,7.089,1,7.089,0.448,0.000,0.000,0.377,1.000
L1_SingleEG38er2p1,6.011,1,6.011,0.413,0.000,0.000,0.225,1.000
L1_SingleIsoEG18,24.205,0,0.000,0.000,0.000,0.000,0.000,0.976
L1_SingleIsoEG20,18.287,0,0.000,0.000,0.000,0.000,0.000,0.976
L1_SingleIsoEG22,15.120,0,0.000,0.000,0.000,0.000,0.000,0.979
L1_SingleIsoEG24,13.143,1,13.143,0.610,0.278,0.089,1.453,0.980
L1_SingleIsoEG26,11.919,1,11.919,0.581,0.000,0.000,0.922,0.982
L1_SingleIsoEG28,10.117,1,10.117,0.536,0.000,0.000,0.548,0.983
L1_SingleIsoEG30,9.219,1,9.219,0.511,0.000,0.000,0.394,0.985
L1_SingleIsoEG32,8.143,1,8.143,0.480,0.000,0.000,0.280,0.987
L1_SingleIsoEG34,7.425,1,7.425,0.459,0.000,0.000,0.230,0.988
L1_SingleIsoEG35,7.058,1,7.058,0.447,0.000,0.000,0.212,0.988
L1_SingleIsoEG36,6.641,1,6.641,0.434,0.000,0.000,0.188,0.988
L1_SingleIsoEG37,6.479,1,6.479,0.429,0.000,0.000,0.180,0.989
L1_SingleIsoEG38,6.234,1,6.234,0.420,0.000,0.000,0.169,0.991
L1_SingleIsoEG40,5.849,1,5.849,0.407,0.000,0.000,0.155,0.992
L1_SingleIsoEG18er2p1,19.894,0,0.000,0.000,0.000,0.000,0.000,0.993
L1_SingleIsoEG20er2p1,14.582,0,0.000,0.000,0.000,0.000,0.000,0.993
L1_SingleIsoEG22er2p1,12.268,1,12.268,0.590,1.269,0.190,2.152,0.995
L1_SingleIsoEG24er2p1,10.719,1,10.719,0.551,0.000,0.000,0.811,0.995
L1_SingleIsoEG26er2p1,9.786,1,9.786,0.527,0.000,0.000,0.557,0.998
L1_SingleIsoEG28er2p1,8.291,1,8.291,0.485,0.000,0.000,0.337,0.998
L1_SingleIsoEG30er2p1,7.587,1,7.587,0.464,0.000,0.000,0.255,0.999
L1_SingleIsoEG32er2p1,6.686,1,6.686,0.435,0.000,0.000,0.189,0.999
L1_SingleIsoEG33er2p1,6.319,1,6.319,0.423,0.000,0.000,0.165,0.999
L1_SingleIsoEG34er2p1,6.035,1,6.035,0.414,0.000,0.000,0.150,0.999
L1_SingleIsoEG35er2p1,5.724,1,5.724,0.403,0.000,0.000,0.137,1.000
L1_SingleIsoEG36er2p1,5.442,1,5.442,0.393,0.000,0.000,0.126,1.000
L1_SingleIsoEG38er2p1,5.107,1,5.107,0.380,0.000,0.000,0.114,1.001
L1_SingleIsoEG40er2p1,4.763,1,4.763,0.367,0.000,0.000,0.103,1.000
L1_IsoEG33_Mt40,6.318,1,6.318,0.423,0.000,0.000,0.196,0.986
L1_IsoEG33_Mt44,6.207,1,6.207,0.419,0.000,0.000,0.192,0.986
L1_IsoEG33_Mt48,5.976,1,5.976,0.412,0.000,0.000,0.186,0.985
L1_DoubleEG_15_10,33.122,0,0.000,0.000,0.000,0.000,0.000,0.993
L1_DoubleEG_18_17,2.467,1,2.467,0.264,0.308,0.094,0.595,0.989
L1_DoubleEG_20_18,1.621,1,1.621,0.214,0.000,0.000,0.169,0.986
L1_DoubleEG_22_10,8.166,1,8.166,0.481,0.309,0.094,1.712,0.990
L1_DoubleEG_22_12,5.628,1,5.628,0.399,0.000,0.000,0.768,0.988
L1_DoubleEG_22_15,2.975,1,2.975,0.290,0.000,0.000,0.308,0.990
L1_DoubleEG_23_10,7.377,1,7.377,0.457,0.000,0.000,1.221,0.989
L1_DoubleEG_24_17,1.484,1,1.484,0.205,0.000,0.000,0.101,0.988
L1_DoubleEG_25_12,4.268,1,4.268,0.348,0.000,0.000,0.421,0.990
L1_DoubleEG_25_13,3.367,1,3.367,0.309,0.000,0.000,0.302,0.990
L1_DoubleEG_25_14,2.604,1,2.604,0.272,0.000,0.000,0.198,0.988
L1_DoubleLooseIsoEG22er2p1,0.113,1,0.113,0.056,0.000,0.000,0.001,0.992
L1_DoubleLooseIsoEG24er2p1,0.113,1,0.113,0.057,0.000,0.000,0.001,0.996
L1_TripleEG_14_10_8,7.068,0,0.000,0.000,0.000,0.000,0.000,0.985
L1_TripleEG_18_17_8,0.641,1,0.641,0.135,0.000,0.000,0.104,0.982
L1_SingleTau20,10977.688,0,0.000,0.000,0.000,0.000,0.000,1.101
L1_SingleTau80er2p1,6.845,1,6.845,0.441,0.401,0.107,0.995,1.010
L1_SingleTau100er2p1,3.181,1,3.181,0.300,0.000,0.000,0.146,1.011
L1_SingleTau120er2p1,1.804,1,1.804,0.226,0.000,0.000,0.052,1.010
L1_SingleTau130er2p1,1.288,1,1.288,0.191,0.000,0.000,0.029,1.010
L1_SingleTau140er2p1,0.974,1,0.974,0.166,0.000,0.000,0.016,1.010
L1_DoubleTau50er2p1,5.728,1,5.728,0.403,0.372,0.103,0.894,1.010
L1_DoubleTau70er2p1,1.804,1,1.804,0.226,0.000,0.000,0.079,1.010
L1_DoubleIsoTau28er2p1,11.012,0,0.000,0.000,0.000,0.000,0.000,1.006
L1_DoubleIsoTau30er2p1,9.588,1,9.588,0.521,1.341,0.195,2.270,1.007
L1_DoubleIsoTau32er2p1,7.822,1,7.822,0.471,0.000,0.000,0.888,1.007
L1_DoubleIsoTau33er2p1,7.366,1,7.366,0.457,0.000,0.000,0.738,1.007
L1_DoubleIsoTau34er2p1,6.739,1,6.739,0.437,0.000,0.000,0.611,1.007
L1_DoubleIsoTau35er2p1,6.425,1,6.425,0.427,0.000,0.000,0.553,1.007
L1_DoubleIsoTau36er2p1,6.000,1,6.000,0.412,0.000,0.000,0.479,1.008
L1_DoubleIsoTau38er2p1,5.371,1,5.371,0.390,0.000,0.000,0.388,1.008
L1_SingleJet16,22405.956,0,0.000,0.000,0.000,0.000,0.000,1.017
L1_SingleJet20,18130.486,0,0.000,0.000,0.000,0.000,0.000,1.026
L1_SingleJet35,4627.391,62000,0.059,0.041,0.059,0.041,0.059,1.047
L1_SingleJet60,410.991,5500,0.059,0.041,0.030,0.029,0.030,1.041
L1_SingleJet90,58.020,770,0.058,0.041,0.029,0.029,0.035,1.032
L1_SingleJet120,14.548,200,0.058,0.041,0.000,0.000,0.005,1.028
L1_SingleJet140,7.072,1,7.072,0.448,0.058,0.041,0.727,1.027
L1_SingleJet150,5.326,1,5.326,0.389,0.000,0.000,0.413,1.027
L1_SingleJet160,4.072,1,4.072,0.340,0.000,0.000,0.222,1.026
L1_SingleJet170,3.168,1,3.168,0.300,0.000,0.000,0.144,1.025
L1_SingleJet180,2.441,1,2.441,0.263,0.000,0.000,0.086,1.025
L1_SingleJet200,1.363,1,1.363,0.197,0.000,0.000,0.030,1.023
L1_SingleJet35_FWD,1096.000,15000,0.065,0.043,0.065,0.043,0.065,1.142
L1_SingleJet60_FWD,65.247,870,0.062,0.042,0.062,0.042,0.062,1.095
L1_SingleJet90_FWD,6.194,85,0.061,0.042,0.031,0.029,0.034,1.076
L1_SingleJet120_FWD,1.058,15,0.060,0.041,0.030,0.029,0.046,1.066
L1_SingleJet35_HFp,169.936,0,0.000,0.000,0.000,0.000,0.000,1.044
L1_SingleJet35_HFm,121.200,0,0.000,0.000,0.000,0.000,0.000,1.044
L1_SingleJet60_HFp,14.542,0,0.000,0.000,0.000,0.000,0.000,1.036
L1_SingleJet60_HFm,10.611,0,0.000,0.000,0.000,0.000,0.000,1.037
L1_DoubleJet40er3p0,434.627,5800,0.060,0.041,0.030,0.029,0.034,1.062
L1_DoubleJet50er3p0,143.685,0,0.000,0.000,0.000,0.000,0.000,1.047
L1_DoubleJet60er3p0,64.621,0,0.000,0.000,0.000,0.000,0.000,1.035
L1_DoubleJet80er3p0,18.018,0,0.000,0.000,0.000,0.000,0.000,1.028
L1_DoubleJet100er3p0,7.250,1,7.250,0.453,0.320,0.095,1.143,1.027
L1_DoubleJet112er3p0,4.449,1,4.449,0.355,0.000,0.000,0.375,1.026
L1_DoubleJet120er3p0,3.111,1,3.111,0.297,0.000,0.000,0.208,1.026
L1_TripleJet_84_68_48_VBF,8.833,0,0.000,0.000,0.000,0.000,0.000,1.042
L1_TripleJet_88_72_56_VBF,5.037,0,0.000,0.000,0.000,0.000,0.000,1.039
L1_TripleJet_92_76_64_VBF,3.117,0,0.000,0.000,0.000,0.000,0.000,1.037
L1_QuadJet40er3p0,17.171,0,0.000,0.000,0.000,0.000,0.000,1.099
L1_QuadJet50er3p0,2.863,1,2.863,0.285,0.426,0.110,0.681,1.074
L1_QuadJet60er3p0,0.654,1,0.654,0.136,0.000,0.000,0.038,1.049
L1_HTT120er,211.360,2800,0.059,0.041,0.029,0.029,0.044,1.035
L1_HTT160er,78.933,1050,0.059,0.041,0.059,0.041,0.059,1.033
L1_HTT200er,32.920,440,0.058,0.041,0.029,0.029,0.032,1.031
L1_HTT220er,22.675,0,0.000,0.000,0.000,0.000,0.000,1.031
L1_HTT240er,16.028,0,0.000,0.000,0.000,0.000,0.000,1.030
L1_HTT255er,12.022,160,0.058,0.041,0.000,0.000,0.002,1.029
L1_HTT270er,9.362,1,9.362,0.515,0.233,0.081,1.167,1.029
L1_HTT280er,7.842,1,7.842,0.471,0.000,0.000,0.640,1.028
L1_HTT300er,5.998,1,5.998,0.412,0.000,0.000,0.355,1.027
L1_HTT320er,4.888,1,4.888,0.372,0.000,0.000,0.242,1.026
L1_HTT340er,3.861,1,3.861,0.331,0.000,0.000,0.166,1.024
L1_HTT380er,2.562,1,2.562,0.270,0.000,0.000,0.090,1.027
L1_HTT400er,2.002,1,2.002,0.238,0.000,0.000,0.062,1.024
L1_HTT450er,1.390,1,1.390,0.199,0.000,0.000,0.032,1.022
L1_HTT500er,0.925,1,0.925,0.162,0.000,0.000,0.016,1.020
L1_ETM30,5883.529,0,0.000,0.000,0.000,0.000,0.000,1.091
L1_ETM40,2067.572,0,0.000,0.000,0.000,0.000,0.000,1.140
L1_ETM50,632.793,0,0.000,0.000,0.000,0.000,0.000,1.183
L1_ETM60,181.360,0,0.000,0.000,0.000,0.000,0.000,1.208
L1_ETM70,51.041,0,0.000,0.000,0.000,0.000,0.000,1.204
L1_ETM75,27.788,0,0.000,0.000,0.000,0.000,0.000,1.188
L1_ETM80,15.859,0,0.000,0.000,0.000,0.000,0.000,1.168
L1_ETM85,9.185,0,0.000,0.000,0.000,0.000,0.000,1.145
L1_ETM90,5.783,0,0.000,0.000,0.000,0.000,0.000,1.121
L1_ETM95,4.052,1,4.052,0.339,0.218,0.079,0.748,1.100
L1_ETM100,2.687,1,2.687,0.276,0.000,0.000,0.247,1.077
L1_ETM105,1.989,1,1.989,0.237,0.000,0.000,0.126,1.063
L1_ETM110,1.461,1,1.461,0.204,0.000,0.000,0.065,1.052
L1_ETM115,1.181,1,1.181,0.183,0.000,0.000,0.044,1.042
L1_ETM120,0.880,1,0.880,0.158,0.000,0.000,0.023,1.035
L1_ETM150,0.403,1,0.403,0.107,0.000,0.000,0.004,1.014
L1_ETMHF70,78.460,0,0.000,0.000,0.000,0.000,0.000,1.186
L1_ETMHF80,23.535,0,0.000,0.000,0.000,0.000,0.000,1.166
L1_ETMHF90,8.749,0,0.000,0.000,0.000,0.000,0.000,1.130
L1_ETMHF100,3.729,1,3.729,0.325,0.894,0.159,1.420,1.087
L1_ETMHF110,1.794,1,1.794,0.226,0.000,0.000,0.346,1.055
L1_ETMHF120,1.142,1,1.142,0.180,0.000,0.000,0.146,1.033
L1_ETMHF150,0.518,1,0.518,0.121,0.000,0.000,0.019,1.015
L1_SingleMuOpen_NotBptxOR,0.000,35,0.000,0.000,0.000,0.000,0.000,1.010
L1_SingleMuOpen_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.010
L1_SingleJet20er3p0_NotBptxOR,0.000,1000,0.000,0.000,0.000,0.000,0.000,1.017
L1_SingleJet20er3p0_NotBptxOR_3BX,0.000,0,0.000,0.000,0.000,0.000,0.000,1.013
L1_SingleJet43er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.019
L1_SingleJet46er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.027
L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,9.519,1,9.519,0.519,0.399,0.106,1.396,1.005
L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,6.209,1,6.209,0.420,0.000,0.000,0.407,1.009
L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,5.145,1,5.145,0.382,0.000,0.000,0.219,1.008
L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,4.802,1,4.802,0.369,0.000,0.000,0.177,1.008
L1_LooseIsoEG24er2p1_HTT100er,6.463,1,6.463,0.428,0.000,0.000,0.439,1.004
L1_LooseIsoEG26er2p1_HTT100er,5.632,1,5.632,0.400,0.000,0.000,0.227,1.003
L1_LooseIsoEG28er2p1_HTT100er,5.081,1,5.081,0.380,0.000,0.000,0.165,1.001
L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,5.576,1,5.576,0.398,0.000,0.000,0.587,1.019
L1_Mu18_HTT100er,1.446,1,1.446,0.202,0.000,0.000,0.101,1.020
L1_Mu18_Jet24er3p0,7.063,1,7.063,0.447,0.145,0.064,1.245,1.025
L1_Mu20_EG17,0.284,1,0.284,0.090,0.000,0.000,0.010,1.002
L1_Mu23_EG10,0.655,1,0.655,0.136,0.000,0.000,0.041,1.004
L1_Mu23_LooseIsoEG10,0.394,1,0.394,0.106,0.000,0.000,0.022,0.992
L1_Mu5_EG23,1.415,1,1.415,0.200,0.226,0.080,0.424,0.998
L1_Mu5_LooseIsoEG20,0.915,1,0.915,0.161,0.000,0.000,0.150,0.978
L1_Mu7_EG23,0.847,1,0.847,0.155,0.000,0.000,0.143,0.996
L1_Mu7_LooseIsoEG20,0.611,1,0.611,0.132,0.000,0.000,0.069,0.980
L1_Mu7_LooseIsoEG23,0.417,1,0.417,0.109,0.000,0.000,0.023,0.981
L1_HTT250er_QuadJet_70_55_40_35_er2p5,5.054,1,5.054,0.379,0.323,0.096,0.888,1.036
L1_HTT280er_QuadJet_70_55_40_35_er2p5,3.637,1,3.637,0.321,0.000,0.000,0.280,1.035
L1_HTT300er_QuadJet_70_55_40_35_er2p5,2.990,1,2.990,0.291,0.000,0.000,0.186,1.034
L1_DoubleJet100er2p3_dEta_Max1p6,3.993,1,3.993,0.336,0.000,0.000,0.492,1.013
L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,1.867,1,1.867,0.230,0.373,0.103,0.683,1.013
L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,0.949,1,0.949,0.164,0.000,0.000,0.178,1.014
L1_IsoTau40er_ETM80,3.480,0,0.000,0.000,0.000,0.000,0.000,1.023
L1_IsoTau40er_ETM85,2.838,1,2.838,0.284,0.319,0.095,0.551,1.022
L1_IsoTau40er_ETM90,2.172,1,2.172,0.248,0.000,0.000,0.141,1.021
L1_IsoTau40er_ETM95,1.763,1,1.763,0.224,0.000,0.000,0.092,1.019
L1_IsoTau40er_ETM100,1.445,1,1.445,0.202,0.000,0.000,0.058,1.019
L1_IsoTau40er_ETM105,1.181,1,1.181,0.183,0.000,0.000,0.035,1.016
L1_IsoTau40er_ETM110,0.979,1,0.979,0.167,0.000,0.000,0.021,1.015
L1_IsoTau40er_ETM115,0.891,1,0.891,0.159,0.000,0.000,0.019,1.014
L1_IsoTau40er_ETM120,0.776,1,0.776,0.148,0.000,0.000,0.016,1.013
L1_IsoTau40er_ETMHF80,2.303,1,2.303,0.256,0.291,0.091,0.465,1.028
L1_IsoTau40er_ETMHF90,1.423,1,1.423,0.201,0.000,0.000,0.073,1.024
L1_IsoTau40er_ETMHF100,1.071,1,1.071,0.174,0.000,0.000,0.034,1.021
L1_IsoTau40er_ETMHF110,0.692,1,0.692,0.140,0.000,0.000,0.013,1.017
L1_IsoTau40er_ETMHF120,0.603,1,0.603,0.131,0.000,0.000,0.011,1.013
L1_Mu22er2p1_IsoTau40er2p1,0.373,1,0.373,0.103,0.000,0.000,0.008,1.011
L1_QuadJet36er3p0_IsoTau52er2p1,3.493,50,0.059,0.041,0.000,0.000,0.003,1.044
L1_ETM80_Jet60_dPhi_Min0p4,9.089,0,0.000,0.000,0.000,0.000,0.000,1.083
L1_ETM90_Jet60_dPhi_Min0p4,4.557,1,4.557,0.359,0.456,0.114,0.994,1.072
L1_ETM100_Jet60_dPhi_Min0p4,2.492,1,2.492,0.266,0.000,0.000,0.215,1.059
L1_ETM110_Jet60_dPhi_Min0p4,1.363,1,1.363,0.197,0.000,0.000,0.051,1.045
L1_DoubleJet60er3p0_ETM70,3.445,0,0.000,0.000,0.000,0.000,0.000,1.066
L1_DoubleJet60er3p0_ETM80,1.716,1,1.716,0.221,0.301,0.092,0.415,1.062
L1_DoubleJet60er3p0_ETM90,0.989,1,0.989,0.167,0.000,0.000,0.064,1.057
L1_DoubleJet60er3p0_ETM100,0.596,1,0.596,0.130,0.000,0.000,0.030,1.051
L1_DoubleEG_LooseIso23_10,3.203,1,3.203,0.301,0.000,0.000,0.261,0.974
L1_DoubleEG_LooseIso24_10,2.901,1,2.901,0.287,0.000,0.000,0.207,0.974
L1_TripleEG_LooseIso20_10_5,2.535,1,2.535,0.268,0.634,0.134,0.819,0.972
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,7.589,0,0.000,0.000,0.000,0.000,0.000,1.093
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,4.919,1,4.919,0.373,0.461,0.114,1.222,1.084
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,4.055,1,4.055,0.339,0.000,0.000,0.699,1.075
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,3.006,1,3.006,0.292,0.000,0.000,0.297,1.071
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,2.561,1,2.561,0.269,0.000,0.000,0.239,1.063
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,2.738,1,2.738,0.279,0.000,0.000,0.238,1.073
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,2.283,1,2.283,0.254,0.000,0.000,0.180,1.059
L1_DoubleJet30_Mass_Min400_Mu6,5.884,0,0.000,0.000,0.000,0.000,0.000,1.122
L1_DoubleJet30_Mass_Min400_Mu10,1.724,1,1.724,0.221,0.752,0.146,0.927,1.106
L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,3.306,1,3.306,0.306,0.452,0.113,0.812,0.997
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,1.974,0,0.000,0.000,0.000,0.000,0.000,1.088
L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,2.458,1,2.458,0.264,0.000,0.000,0.263,0.997
L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,2.035,1,2.035,0.240,0.000,0.000,0.097,0.997
L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,1.754,1,1.754,0.223,0.000,0.000,0.067,0.998
L1_Mu16er2p1_Tau20er2p1,5.282,1,5.282,0.387,0.718,0.143,1.383,1.013
L1_Mu16er2p1_Tau24er2p1,2.350,1,2.350,0.258,0.000,0.000,0.292,1.011
L1_Mu18er2p1_Tau20er2p1,3.822,1,3.822,0.329,0.000,0.000,0.409,1.014
L1_Mu18er2p1_Tau24er2p1,1.807,1,1.807,0.226,0.000,0.000,0.121,1.012
L1_Mu22er2p1_Tau50er2p1,0.287,1,0.287,0.090,0.000,0.000,0.007,1.013
L1_Mu22er2p1_Tau70er2p1,0.201,1,0.201,0.075,0.000,0.000,0.005,1.012
L1_Mu18er2p1_IsoTau26er2p1,0.802,1,0.802,0.151,0.000,0.000,0.036,1.010
L1_Mu20er2p1_IsoTau26er2p1,0.658,1,0.658,0.137,0.000,0.000,0.023,1.009
L1_Mu22er2p1_IsoTau28er2p1,0.544,0,0.000,0.000,0.000,0.000,0.000,1.010
L1_Mu22er2p1_IsoTau30er2p1,0.487,1,0.487,0.117,0.000,0.000,0.013,1.010
L1_Mu22er2p1_IsoTau32er2p1,0.458,1,0.458,0.114,0.000,0.000,0.011,1.010
L1_Mu22er2p1_IsoTau33er2p1,0.458,1,0.458,0.114,0.000,0.000,0.011,1.010
L1_Mu22er2p1_IsoTau34er2p1,0.429,1,0.429,0.110,0.000,0.000,0.010,1.010
L1_Mu22er2p1_IsoTau35er2p1,0.429,1,0.429,0.110,0.000,0.000,0.010,1.009
L1_Mu22er2p1_IsoTau36er2p1,0.430,1,0.430,0.110,0.000,0.000,0.010,1.010
L1_Mu22er2p1_IsoTau38er2p1,0.430,1,0.430,0.110,0.000,0.000,0.010,1.010
L1_Mu6_HTT240er,0.843,1,0.843,0.155,0.000,0.000,0.083,1.025
L1_Mu6_HTT250er,0.725,1,0.725,0.143,0.000,0.000,0.063,1.023
L1_Mu15_HTT100er,1.879,1,1.879,0.231,0.000,0.000,0.215,1.020
L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30,7.404,0,0.000,0.000,0.000,0.000,0.000,1.084
L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30,3.377,0,0.000,0.000,0.000,0.000,0.000,1.093
L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30,1.434,1,1.434,0.202,0.530,0.123,0.835,1.099
L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30,0.754,1,0.754,0.146,0.000,0.000,0.267,1.108
L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30,0.250,1,0.250,0.084,0.000,0.000,0.058,1.104
L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,1.673,1,1.673,0.218,0.456,0.114,0.821,1.073
L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,0.921,1,0.921,0.162,0.000,0.000,0.296,1.083
L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,0.279,1,0.279,0.089,0.000,0.000,0.047,1.093
