seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_TripleMu_5_3_3,0.769,1,0.769,0.148,0.000,0.000,0.119,0.733
L1_TripleMu_5_5_3,0.446,1,0.446,0.112,0.000,0.000,0.054,0.748
L1_QuadMu0,0.424,0,0.000,0.000,0.000,0.000,0.000,0.651
L1_SingleEG5,8684.105,116000,0.072,0.045,0.072,0.045,0.072,0.850
L1_SingleEG10,1405.907,19000,0.071,0.045,0.071,0.045,0.071,0.840
L1_SingleEG15,326.910,4400,0.071,0.045,0.071,0.045,0.071,0.836
L1_SingleEG18,104.312,0,0.000,0.000,0.000,0.000,0.000,0.822
L1_SingleEG24,35.303,0,0.000,0.000,0.000,0.000,0.000,0.827
L1_SingleEG26,27.322,365,0.070,0.045,0.023,0.026,0.024,0.824
L1_SingleEG28,20.759,0,0.000,0.000,0.000,0.000,0.000,0.826
L1_SingleEG30,16.292,1,16.292,0.680,1.940,0.235,3.597,0.825
L1_SingleEG32,12.462,1,12.462,0.594,0.000,0.000,1.423,0.823
L1_SingleEG34,10.322,1,10.322,0.541,0.000,0.000,0.833,0.822
L1_SingleEG36,8.277,1,8.277,0.484,0.000,0.000,0.505,0.822
L1_SingleEG38,7.013,1,7.013,0.446,0.000,0.000,0.348,0.822
L1_SingleEG40,6.031,1,6.031,0.413,0.000,0.000,0.247,0.821
L1_SingleEG42,4.914,1,4.914,0.373,0.000,0.000,0.165,0.822
L1_SingleEG45,4.012,1,4.012,0.337,0.000,0.000,0.114,0.823
L1_SingleEG50,2.819,1,2.819,0.283,0.000,0.000,0.059,0.822
L1_SingleEG34er2p1,7.394,1,7.394,0.458,0.000,0.000,0.456,0.831
L1_SingleEG36er2p1,5.881,1,5.881,0.408,0.000,0.000,0.249,0.830
L1_SingleEG38er2p1,4.985,1,4.985,0.376,0.000,0.000,0.159,0.829
L1_SingleIsoEG18,21.863,0,0.000,0.000,0.000,0.000,0.000,0.881
L1_SingleIsoEG20,16.280,1,16.280,0.679,0.714,0.142,3.009,0.869
L1_SingleIsoEG22,13.248,1,13.248,0.613,0.000,0.000,1.281,0.857
L1_SingleIsoEG24,11.346,1,11.346,0.567,0.000,0.000,0.766,0.846
L1_SingleIsoEG26,10.164,1,10.164,0.537,0.000,0.000,0.557,0.838
L1_SingleIsoEG28,8.570,1,8.570,0.493,0.000,0.000,0.359,0.833
L1_SingleIsoEG30,7.764,1,7.764,0.469,0.000,0.000,0.268,0.830
L1_SingleIsoEG32,6.820,1,6.820,0.440,0.000,0.000,0.200,0.827
L1_SingleIsoEG34,6.199,1,6.199,0.419,0.000,0.000,0.168,0.825
L1_SingleIsoEG35,5.893,1,5.893,0.409,0.000,0.000,0.155,0.825
L1_SingleIsoEG36,5.542,1,5.542,0.396,0.000,0.000,0.139,0.825
L1_SingleIsoEG37,5.405,1,5.405,0.391,0.000,0.000,0.134,0.825
L1_SingleIsoEG38,5.195,1,5.195,0.384,0.000,0.000,0.126,0.825
L1_SingleIsoEG40,4.868,1,4.868,0.371,0.000,0.000,0.116,0.826
L1_SingleIsoEG18er2p1,17.628,0,0.000,0.000,0.000,0.000,0.000,0.880
L1_SingleIsoEG20er2p1,12.700,1,12.700,0.600,0.000,0.000,1.766,0.865
L1_SingleIsoEG22er2p1,10.507,1,10.507,0.546,0.000,0.000,0.796,0.852
L1_SingleIsoEG24er2p1,9.055,1,9.055,0.507,0.000,0.000,0.481,0.841
L1_SingleIsoEG26er2p1,8.163,1,8.163,0.481,0.000,0.000,0.358,0.832
L1_SingleIsoEG28er2p1,6.882,1,6.882,0.442,0.000,0.000,0.231,0.828
L1_SingleIsoEG30er2p1,6.272,1,6.272,0.422,0.000,0.000,0.179,0.825
L1_SingleIsoEG32er2p1,5.512,1,5.512,0.395,0.000,0.000,0.136,0.824
L1_SingleIsoEG33er2p1,5.209,1,5.209,0.384,0.000,0.000,0.121,0.824
L1_SingleIsoEG34er2p1,4.975,1,4.975,0.376,0.000,0.000,0.111,0.824
L1_SingleIsoEG35er2p1,4.719,1,4.719,0.366,0.000,0.000,0.102,0.824
L1_SingleIsoEG36er2p1,4.487,1,4.487,0.357,0.000,0.000,0.094,0.824
L1_SingleIsoEG38er2p1,4.215,1,4.215,0.346,0.000,0.000,0.086,0.826
L1_SingleIsoEG40er2p1,3.933,1,3.933,0.334,0.000,0.000,0.078,0.826
L1_IsoEG33_Mt40,5.281,1,5.281,0.387,0.000,0.000,0.142,0.824
L1_IsoEG33_Mt44,5.186,1,5.186,0.383,0.000,0.000,0.140,0.824
L1_IsoEG33_Mt48,4.990,1,4.990,0.376,0.000,0.000,0.135,0.823
L1_DoubleEG_15_10,24.745,0,0.000,0.000,0.000,0.000,0.000,0.742
L1_DoubleEG_18_17,1.980,1,1.980,0.237,0.247,0.084,0.459,0.794
L1_DoubleEG_20_18,1.321,1,1.321,0.194,0.000,0.000,0.133,0.803
L1_DoubleEG_22_10,6.362,1,6.362,0.425,0.219,0.079,1.203,0.771
L1_DoubleEG_22_12,4.443,1,4.443,0.355,0.000,0.000,0.560,0.780
L1_DoubleEG_22_15,2.381,1,2.381,0.260,0.000,0.000,0.236,0.792
L1_DoubleEG_23_10,5.757,1,5.757,0.404,0.000,0.000,0.844,0.772
L1_DoubleEG_24_17,1.211,1,1.211,0.185,0.000,0.000,0.079,0.806
L1_DoubleEG_25_12,3.385,1,3.385,0.310,0.000,0.000,0.303,0.786
L1_DoubleEG_25_13,2.681,1,2.681,0.276,0.000,0.000,0.221,0.788
L1_DoubleEG_25_14,2.083,1,2.083,0.243,0.000,0.000,0.148,0.790
L1_DoubleLooseIsoEG22er2p1,0.096,1,0.096,0.052,0.000,0.000,0.001,0.846
L1_DoubleLooseIsoEG24er2p1,0.096,1,0.096,0.052,0.000,0.000,0.001,0.849
L1_TripleEG_14_10_8,4.706,1,4.706,0.365,3.032,0.293,3.400,0.656
L1_TripleEG_18_17_8,0.472,1,0.472,0.116,0.000,0.000,0.062,0.725
L1_SingleTau20,7885.336,0,0.000,0.000,0.000,0.000,0.000,0.791
L1_SingleTau80er2p1,5.761,1,5.761,0.404,0.313,0.094,0.794,0.850
L1_SingleTau100er2p1,2.673,1,2.673,0.275,0.000,0.000,0.120,0.849
L1_SingleTau120er2p1,1.512,1,1.512,0.207,0.000,0.000,0.041,0.847
L1_SingleTau130er2p1,1.077,1,1.077,0.175,0.000,0.000,0.023,0.844
L1_SingleTau140er2p1,0.811,1,0.811,0.152,0.000,0.000,0.012,0.841
L1_DoubleTau50er2p1,4.828,1,4.828,0.370,0.338,0.098,0.753,0.851
L1_DoubleTau70er2p1,1.523,1,1.523,0.208,0.000,0.000,0.064,0.853
L1_DoubleIsoTau28er2p1,9.227,1,9.227,0.511,0.813,0.152,2.062,0.843
L1_DoubleIsoTau30er2p1,8.056,1,8.056,0.478,0.000,0.000,1.213,0.846
L1_DoubleIsoTau32er2p1,6.587,1,6.587,0.432,0.000,0.000,0.626,0.848
L1_DoubleIsoTau33er2p1,6.206,1,6.206,0.419,0.000,0.000,0.538,0.848
L1_DoubleIsoTau34er2p1,5.679,1,5.679,0.401,0.000,0.000,0.455,0.849
L1_DoubleIsoTau35er2p1,5.416,1,5.416,0.392,0.000,0.000,0.415,0.849
L1_DoubleIsoTau36er2p1,5.059,1,5.059,0.379,0.000,0.000,0.363,0.850
L1_DoubleIsoTau38er2p1,4.529,1,4.529,0.358,0.000,0.000,0.297,0.850
L1_SingleJet16,20051.562,0,0.000,0.000,0.000,0.000,0.000,0.910
L1_SingleJet20,15333.955,0,0.000,0.000,0.000,0.000,0.000,0.867
L1_SingleJet35,3343.033,45000,0.064,0.043,0.064,0.043,0.064,0.756
L1_SingleJet60,311.189,4200,0.067,0.044,0.067,0.044,0.067,0.789
L1_SingleJet90,46.658,620,0.071,0.045,0.047,0.037,0.048,0.830
L1_SingleJet120,11.853,160,0.071,0.045,0.000,0.000,0.006,0.838
L1_SingleJet140,5.784,1,5.784,0.405,0.024,0.026,0.562,0.840
L1_SingleJet150,4.362,1,4.362,0.352,0.000,0.000,0.329,0.841
L1_SingleJet160,3.340,1,3.340,0.308,0.000,0.000,0.178,0.842
L1_SingleJet170,2.599,1,2.599,0.271,0.000,0.000,0.114,0.841
L1_SingleJet180,2.005,1,2.005,0.238,0.000,0.000,0.067,0.842
L1_SingleJet200,1.118,1,1.118,0.178,0.000,0.000,0.023,0.839
L1_SingleJet35_FWD,552.201,7400,0.065,0.043,0.065,0.043,0.065,0.575
L1_SingleJet60_FWD,40.140,535,0.057,0.040,0.057,0.040,0.057,0.674
L1_SingleJet90_FWD,4.470,60,0.066,0.043,0.044,0.035,0.049,0.777
L1_SingleJet120_FWD,0.786,10,0.067,0.044,0.000,0.000,0.015,0.792
L1_SingleJet35_HFp,114.085,0,0.000,0.000,0.000,0.000,0.000,0.701
L1_SingleJet35_HFm,81.863,0,0.000,0.000,0.000,0.000,0.000,0.705
L1_SingleJet60_HFp,10.815,0,0.000,0.000,0.000,0.000,0.000,0.771
L1_SingleJet60_HFm,7.889,0,0.000,0.000,0.000,0.000,0.000,0.771
L1_DoubleJet40er3p0,268.706,3600,0.074,0.046,0.056,0.040,0.057,0.656
L1_DoubleJet50er3p0,103.565,0,0.000,0.000,0.000,0.000,0.000,0.755
L1_DoubleJet60er3p0,50.531,0,0.000,0.000,0.000,0.000,0.000,0.809
L1_DoubleJet80er3p0,14.659,0,0.000,0.000,0.000,0.000,0.000,0.837
L1_DoubleJet100er3p0,5.950,1,5.950,0.411,0.263,0.086,0.927,0.843
L1_DoubleJet112er3p0,3.664,1,3.664,0.322,0.000,0.000,0.305,0.845
L1_DoubleJet120er3p0,2.565,1,2.565,0.270,0.000,0.000,0.169,0.846
L1_TripleJet_84_68_48_VBF,6.622,0,0.000,0.000,0.000,0.000,0.000,0.781
L1_TripleJet_88_72_56_VBF,3.870,0,0.000,0.000,0.000,0.000,0.000,0.798
L1_TripleJet_92_76_64_VBF,2.438,0,0.000,0.000,0.000,0.000,0.000,0.811
L1_QuadJet40er3p0,6.589,0,0.000,0.000,0.000,0.000,0.000,0.422
L1_QuadJet50er3p0,1.694,1,1.694,0.219,0.216,0.078,0.385,0.636
L1_QuadJet60er3p0,0.479,1,0.479,0.117,0.000,0.000,0.028,0.768
L1_HTT120er,142.203,1900,0.059,0.041,0.039,0.033,0.045,0.697
L1_HTT160er,54.445,730,0.061,0.041,0.061,0.041,0.061,0.713
L1_HTT200er,23.375,310,0.062,0.042,0.021,0.024,0.033,0.732
L1_HTT220er,16.343,0,0.000,0.000,0.000,0.000,0.000,0.743
L1_HTT240er,11.704,0,0.000,0.000,0.000,0.000,0.000,0.752
L1_HTT255er,8.863,120,0.065,0.043,0.000,0.000,0.018,0.759
L1_HTT270er,6.959,1,6.959,0.444,0.152,0.066,0.864,0.765
L1_HTT280er,5.862,1,5.862,0.408,0.000,0.000,0.480,0.769
L1_HTT300er,4.530,1,4.530,0.358,0.000,0.000,0.267,0.776
L1_HTT320er,3.723,1,3.723,0.325,0.000,0.000,0.185,0.782
L1_HTT340er,2.964,1,2.964,0.290,0.000,0.000,0.127,0.786
L1_HTT380er,1.991,1,1.991,0.238,0.000,0.000,0.070,0.798
L1_HTT400er,1.563,1,1.563,0.211,0.000,0.000,0.048,0.799
L1_HTT450er,1.096,1,1.096,0.176,0.000,0.000,0.025,0.805
L1_HTT500er,0.734,1,0.734,0.144,0.000,0.000,0.012,0.809
L1_ETM30,4440.658,0,0.000,0.000,0.000,0.000,0.000,0.823
L1_ETM40,1351.687,0,0.000,0.000,0.000,0.000,0.000,0.745
L1_ETM50,364.001,0,0.000,0.000,0.000,0.000,0.000,0.680
L1_ETM60,95.175,0,0.000,0.000,0.000,0.000,0.000,0.634
L1_ETM70,26.284,0,0.000,0.000,0.000,0.000,0.000,0.620
L1_ETM75,14.630,0,0.000,0.000,0.000,0.000,0.000,0.626
L1_ETM80,8.682,0,0.000,0.000,0.000,0.000,0.000,0.639
L1_ETM85,5.297,0,0.000,0.000,0.000,0.000,0.000,0.660
L1_ETM90,3.528,1,3.528,0.316,0.116,0.057,0.576,0.684
L1_ETM95,2.613,1,2.613,0.272,0.000,0.000,0.271,0.709
L1_ETM100,1.816,1,1.816,0.227,0.000,0.000,0.124,0.728
L1_ETM105,1.399,1,1.399,0.199,0.000,0.000,0.070,0.748
L1_ETM110,1.061,1,1.061,0.173,0.000,0.000,0.039,0.763
L1_ETM115,0.878,1,0.878,0.158,0.000,0.000,0.028,0.774
L1_ETM120,0.665,1,0.665,0.137,0.000,0.000,0.015,0.782
L1_ETM150,0.319,1,0.319,0.095,0.000,0.000,0.003,0.805
L1_ETMHF70,39.094,0,0.000,0.000,0.000,0.000,0.000,0.591
L1_ETMHF80,12.045,0,0.000,0.000,0.000,0.000,0.000,0.597
L1_ETMHF90,4.930,1,4.930,0.374,1.336,0.195,2.171,0.637
L1_ETMHF100,2.375,1,2.375,0.259,0.000,0.000,0.516,0.692
L1_ETMHF110,1.263,1,1.263,0.189,0.000,0.000,0.180,0.743
L1_ETMHF120,0.855,1,0.855,0.156,0.000,0.000,0.086,0.773
L1_ETMHF150,0.410,1,0.410,0.108,0.000,0.000,0.013,0.803
L1_SingleMuOpen_NotBptxOR,0.000,35,0.000,0.000,0.000,0.000,0.000,0.830
L1_SingleMuOpen_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.824
L1_SingleJet20er3p0_NotBptxOR,0.000,1000,0.000,0.000,0.000,0.000,0.000,0.855
L1_SingleJet20er3p0_NotBptxOR_3BX,0.000,0,0.000,0.000,0.000,0.000,0.000,0.855
L1_SingleJet43er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.866
L1_SingleJet46er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.874
L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,7.508,1,7.508,0.461,0.270,0.087,0.979,0.793
L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,4.925,1,4.925,0.374,0.000,0.000,0.293,0.801
L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,4.087,1,4.087,0.340,0.000,0.000,0.154,0.801
L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,3.821,1,3.821,0.329,0.000,0.000,0.123,0.802
L1_LooseIsoEG24er2p1_HTT100er,5.176,1,5.176,0.383,0.000,0.000,0.330,0.804
L1_LooseIsoEG26er2p1_HTT100er,4.526,1,4.526,0.358,0.000,0.000,0.164,0.806
L1_LooseIsoEG28er2p1_HTT100er,4.093,1,4.093,0.341,0.000,0.000,0.119,0.807
L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,3.896,1,3.896,0.332,0.000,0.000,0.369,0.712
L1_Mu18_HTT100er,1.102,1,1.102,0.177,0.000,0.000,0.078,0.777
L1_Mu18_Jet24er3p0,5.319,1,5.319,0.388,0.109,0.056,0.948,0.772
L1_Mu20_EG17,0.231,1,0.231,0.081,0.000,0.000,0.008,0.815
L1_Mu23_EG10,0.506,1,0.506,0.120,0.000,0.000,0.032,0.776
L1_Mu23_LooseIsoEG10,0.307,1,0.307,0.093,0.000,0.000,0.018,0.773
L1_Mu5_EG23,1.116,1,1.116,0.178,0.134,0.062,0.289,0.787
L1_Mu5_LooseIsoEG20,0.739,1,0.739,0.145,0.000,0.000,0.103,0.790
L1_Mu7_EG23,0.681,1,0.681,0.139,0.000,0.000,0.112,0.800
L1_Mu7_LooseIsoEG20,0.500,1,0.500,0.119,0.000,0.000,0.050,0.801
L1_Mu7_LooseIsoEG23,0.342,1,0.342,0.098,0.000,0.000,0.018,0.804
L1_HTT250er_QuadJet_70_55_40_35_er2p5,3.458,1,3.458,0.313,0.181,0.072,0.596,0.709
L1_HTT280er_QuadJet_70_55_40_35_er2p5,2.518,1,2.518,0.267,0.000,0.000,0.197,0.716
L1_HTT300er_QuadJet_70_55_40_35_er2p5,2.089,1,2.089,0.243,0.000,0.000,0.132,0.722
L1_DoubleJet100er2p3_dEta_Max1p6,3.346,1,3.346,0.308,0.000,0.000,0.407,0.849
L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,1.476,1,1.476,0.205,0.295,0.091,0.534,0.801
L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,0.773,1,0.773,0.148,0.000,0.000,0.143,0.827
L1_IsoTau40er_ETM80,2.675,1,2.675,0.275,0.000,0.000,0.323,0.786
L1_IsoTau40er_ETM85,2.187,1,2.187,0.249,0.000,0.000,0.201,0.787
L1_IsoTau40er_ETM90,1.677,1,1.677,0.218,0.000,0.000,0.078,0.789
L1_IsoTau40er_ETM95,1.366,1,1.366,0.197,0.000,0.000,0.054,0.790
L1_IsoTau40er_ETM100,1.124,1,1.124,0.178,0.000,0.000,0.037,0.793
L1_IsoTau40er_ETM105,0.923,1,0.923,0.162,0.000,0.000,0.023,0.794
L1_IsoTau40er_ETM110,0.767,1,0.767,0.147,0.000,0.000,0.015,0.796
L1_IsoTau40er_ETM115,0.700,1,0.700,0.141,0.000,0.000,0.013,0.797
L1_IsoTau40er_ETM120,0.611,1,0.611,0.132,0.000,0.000,0.012,0.798
L1_IsoTau40er_ETMHF80,1.689,1,1.689,0.219,0.000,0.000,0.201,0.754
L1_IsoTau40er_ETMHF90,1.057,1,1.057,0.173,0.000,0.000,0.039,0.761
L1_IsoTau40er_ETMHF100,0.811,1,0.811,0.152,0.000,0.000,0.021,0.773
L1_IsoTau40er_ETMHF110,0.533,1,0.533,0.123,0.000,0.000,0.009,0.784
L1_IsoTau40er_ETMHF120,0.470,1,0.470,0.115,0.000,0.000,0.008,0.790
L1_Mu22er2p1_IsoTau40er2p1,0.315,1,0.315,0.094,0.000,0.000,0.007,0.854
L1_QuadJet36er3p0_IsoTau52er2p1,2.357,30,0.060,0.041,0.000,0.000,0.011,0.705
L1_ETM80_Jet60_dPhi_Min0p4,6.114,1,6.114,0.416,1.177,0.183,2.083,0.729
L1_ETM90_Jet60_dPhi_Min0p4,3.151,1,3.151,0.299,0.000,0.000,0.338,0.741
L1_ETM100_Jet60_dPhi_Min0p4,1.785,1,1.785,0.225,0.000,0.000,0.114,0.759
L1_ETM110_Jet60_dPhi_Min0p4,1.011,1,1.011,0.169,0.000,0.000,0.032,0.776
L1_DoubleJet60er3p0_ETM70,2.381,0,0.000,0.000,0.000,0.000,0.000,0.737
L1_DoubleJet60er3p0_ETM80,1.201,1,1.201,0.185,0.000,0.000,0.154,0.743
L1_DoubleJet60er3p0_ETM90,0.704,1,0.704,0.141,0.000,0.000,0.036,0.752
L1_DoubleJet60er3p0_ETM100,0.433,1,0.433,0.111,0.000,0.000,0.018,0.764
L1_DoubleEG_LooseIso23_10,2.545,1,2.545,0.269,0.000,0.000,0.191,0.774
L1_DoubleEG_LooseIso24_10,2.305,1,2.305,0.256,0.000,0.000,0.151,0.774
L1_TripleEG_LooseIso20_10_5,1.817,1,1.817,0.227,0.217,0.078,0.433,0.696
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,4.739,1,4.739,0.367,1.219,0.186,1.841,0.682
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,3.229,1,3.229,0.303,0.000,0.000,0.534,0.712
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,2.762,1,2.762,0.280,0.000,0.000,0.364,0.732
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,2.115,1,2.115,0.245,0.000,0.000,0.182,0.754
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,1.857,1,1.857,0.229,0.000,0.000,0.153,0.771
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,1.953,1,1.953,0.235,0.000,0.000,0.151,0.765
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,1.674,1,1.674,0.218,0.000,0.000,0.120,0.777
L1_DoubleJet30_Mass_Min400_Mu6,2.373,1,2.373,0.259,1.359,0.196,1.675,0.452
L1_DoubleJet30_Mass_Min400_Mu10,0.797,1,0.797,0.150,0.000,0.000,0.256,0.511
L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,2.736,1,2.736,0.278,0.327,0.096,0.598,0.825
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,1.124,0,0.000,0.000,0.000,0.000,0.000,0.619
L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,2.059,1,2.059,0.242,0.000,0.000,0.180,0.835
L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,1.710,1,1.710,0.220,0.000,0.000,0.071,0.838
L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,1.475,1,1.475,0.204,0.000,0.000,0.052,0.839
L1_Mu16er2p1_Tau20er2p1,4.167,1,4.167,0.344,0.544,0.124,1.087,0.799
L1_Mu16er2p1_Tau24er2p1,1.928,1,1.928,0.234,0.000,0.000,0.244,0.829
L1_Mu18er2p1_Tau20er2p1,3.020,1,3.020,0.293,0.000,0.000,0.330,0.801
L1_Mu18er2p1_Tau24er2p1,1.485,1,1.485,0.205,0.000,0.000,0.100,0.832
L1_Mu22er2p1_Tau50er2p1,0.242,1,0.242,0.083,0.000,0.000,0.006,0.855
L1_Mu22er2p1_Tau70er2p1,0.170,1,0.170,0.069,0.000,0.000,0.004,0.857
L1_Mu18er2p1_IsoTau26er2p1,0.668,1,0.668,0.138,0.000,0.000,0.029,0.841
L1_Mu20er2p1_IsoTau26er2p1,0.549,1,0.549,0.125,0.000,0.000,0.018,0.842
L1_Mu22er2p1_IsoTau28er2p1,0.456,1,0.456,0.114,0.000,0.000,0.013,0.847
L1_Mu22er2p1_IsoTau30er2p1,0.409,1,0.409,0.108,0.000,0.000,0.010,0.848
L1_Mu22er2p1_IsoTau32er2p1,0.385,1,0.385,0.105,0.000,0.000,0.009,0.850
L1_Mu22er2p1_IsoTau33er2p1,0.386,1,0.386,0.105,0.000,0.000,0.009,0.851
L1_Mu22er2p1_IsoTau34er2p1,0.362,1,0.362,0.101,0.000,0.000,0.008,0.850
L1_Mu22er2p1_IsoTau35er2p1,0.362,1,0.362,0.101,0.000,0.000,0.008,0.850
L1_Mu22er2p1_IsoTau36er2p1,0.362,1,0.362,0.101,0.000,0.000,0.008,0.851
L1_Mu22er2p1_IsoTau38er2p1,0.363,1,0.363,0.101,0.000,0.000,0.008,0.853
L1_Mu6_HTT240er,0.630,1,0.630,0.134,0.000,0.000,0.062,0.766
L1_Mu6_HTT250er,0.543,1,0.543,0.124,0.000,0.000,0.048,0.766
L1_Mu15_HTT100er,1.421,1,1.421,0.201,0.000,0.000,0.164,0.771
L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30,3.498,0,0.000,0.000,0.000,0.000,0.000,0.512
L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30,1.555,0,0.000,0.000,0.000,0.000,0.000,0.503
L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30,0.652,1,0.652,0.136,0.255,0.085,0.382,0.500
L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30,0.345,1,0.345,0.099,0.000,0.000,0.116,0.508
L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30,0.120,1,0.120,0.058,0.000,0.000,0.025,0.528
L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,0.878,1,0.878,0.158,0.240,0.082,0.437,0.563
L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,0.475,1,0.475,0.116,0.000,0.000,0.157,0.558
L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,0.144,1,0.144,0.064,0.000,0.000,0.027,0.563
L1_DoubleMu3_SQ_ETMHF70_Jet60_OR_DoubleJet30,0.081,1,0.081,0.048,0.000,0.000,0.013,0.573
