seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_SingleJet180,3.029,1,3.029,0.293,0.000,0.000,0.177,1.272
L1_SingleJet200,1.693,1,1.693,0.219,0.000,0.000,0.059,1.270
L1_SingleJet35_FWD,2412.048,32000,0.071,0.045,0.071,0.045,0.071,2.513
L1_SingleJet60_FWD,125.950,1700,0.060,0.041,0.060,0.041,0.060,2.114
L1_SingleJet90_FWD,9.277,125,0.046,0.036,0.046,0.036,0.046,1.612
L1_SingleJet120_FWD,1.512,20,0.043,0.035,0.000,0.000,0.005,1.524
L1_SingleJet35_HFp,274.631,0,0.000,0.000,0.000,0.000,0.000,1.688
L1_SingleJet35_HFm,195.111,0,0.000,0.000,0.000,0.000,0.000,1.681
L1_SingleJet60_HFp,20.585,0,0.000,0.000,0.000,0.000,0.000,1.467
L1_SingleJet60_HFm,15.033,0,0.000,0.000,0.000,0.000,0.000,1.469
L1_DoubleJet40er3p0,836.748,12000,0.058,0.041,0.058,0.041,0.058,2.044
L1_DoubleJet50er3p0,230.263,0,0.000,0.000,0.000,0.000,0.000,1.678
L1_DoubleJet60er3p0,88.824,0,0.000,0.000,0.000,0.000,0.000,1.423
L1_DoubleJet80er3p0,22.651,0,0.000,0.000,0.000,0.000,0.000,1.293
L1_DoubleJet100er3p0,9.014,1,9.014,0.506,0.507,0.120,1.921,1.277
L1_DoubleJet112er3p0,5.508,1,5.508,0.395,0.000,0.000,0.671,1.270
L1_DoubleJet120er3p0,3.848,1,3.848,0.330,0.000,0.000,0.372,1.269
L1_TripleJet_84_68_48_VBF,12.752,0,0.000,0.000,0.000,0.000,0.000,1.504
L1_TripleJet_88_72_56_VBF,7.005,0,0.000,0.000,0.000,0.000,0.000,1.445
L1_TripleJet_92_76_64_VBF,4.200,0,0.000,0.000,0.000,0.000,0.000,1.398
L1_QuadJet40er3p0,66.702,0,0.000,0.000,0.000,0.000,0.000,4.270
L1_QuadJet50er3p0,7.391,0,0.000,0.000,0.000,0.000,0.000,2.774
L1_QuadJet60er3p0,1.057,1,1.057,0.173,0.000,0.000,0.114,1.695
L1_HTT120er,351.929,4700,0.049,0.037,0.049,0.037,0.049,1.724
L1_HTT160er,128.455,1700,0.048,0.037,0.048,0.037,0.048,1.681
L1_HTT200er,51.718,690,0.046,0.036,0.046,0.036,0.046,1.620
L1_HTT220er,34.839,0,0.000,0.000,0.000,0.000,0.000,1.584
L1_HTT240er,24.170,0,0.000,0.000,0.000,0.000,0.000,1.553
L1_HTT255er,17.857,240,0.043,0.035,0.043,0.035,0.043,1.529
L1_HTT270er,13.736,0,0.000,0.000,0.000,0.000,0.000,1.509
L1_HTT280er,11.421,1,11.421,0.569,0.255,0.085,1.657,1.498
L1_HTT300er,8.561,1,8.561,0.493,0.000,0.000,0.819,1.466
L1_HTT320er,6.894,1,6.894,0.442,0.000,0.000,0.540,1.448
L1_HTT340er,5.382,1,5.382,0.391,0.000,0.000,0.365,1.427
L1_HTT380er,3.503,1,3.503,0.315,0.000,0.000,0.193,1.404
L1_HTT400er,2.705,1,2.705,0.277,0.000,0.000,0.132,1.383
L1_HTT450er,1.844,1,1.844,0.229,0.000,0.000,0.068,1.355
L1_HTT500er,1.219,1,1.219,0.186,0.000,0.000,0.034,1.344
L1_ETM30,7504.905,0,0.000,0.000,0.000,0.000,0.000,1.391
L1_ETM40,3039.261,0,0.000,0.000,0.000,0.000,0.000,1.675
L1_ETM50,1075.317,0,0.000,0.000,0.000,0.000,0.000,2.010
L1_ETM60,355.586,0,0.000,0.000,0.000,0.000,0.000,2.368
L1_ETM70,106.454,0,0.000,0.000,0.000,0.000,0.000,2.512
L1_ETM75,58.099,0,0.000,0.000,0.000,0.000,0.000,2.484
L1_ETM80,32.654,0,0.000,0.000,0.000,0.000,0.000,2.405
L1_ETM85,18.237,0,0.000,0.000,0.000,0.000,0.000,2.273
L1_ETM90,10.951,0,0.000,0.000,0.000,0.000,0.000,2.122
L1_ETM95,7.228,0,0.000,0.000,0.000,0.000,0.000,1.961
L1_ETM100,4.545,1,4.545,0.359,0.000,0.000,0.809,1.822
L1_ETM105,3.181,1,3.181,0.300,0.000,0.000,0.338,1.700
L1_ETM110,2.220,1,2.220,0.251,0.000,0.000,0.155,1.598
L1_ETM115,1.726,1,1.726,0.221,0.000,0.000,0.102,1.522
L1_ETM120,1.247,1,1.247,0.188,0.000,0.000,0.054,1.466
L1_ETM150,0.521,1,0.521,0.122,0.000,0.000,0.009,1.313
L1_ETMHF70,165.531,0,0.000,0.000,0.000,0.000,0.000,2.502
L1_ETMHF80,50.638,0,0.000,0.000,0.000,0.000,0.000,2.509
L1_ETMHF90,17.819,0,0.000,0.000,0.000,0.000,0.000,2.302
L1_ETMHF100,6.791,0,0.000,0.000,0.000,0.000,0.000,1.980
L1_ETMHF110,2.868,1,2.868,0.285,0.526,0.122,0.994,1.686
L1_ETMHF120,1.650,1,1.650,0.216,0.000,0.000,0.338,1.492
L1_ETMHF150,0.670,1,0.670,0.138,0.000,0.000,0.039,1.313
L1_SingleMuOpen_NotBptxOR,0.000,35,0.000,0.000,0.000,0.000,0.000,1.243
L1_SingleMuOpen_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.254
L1_SingleJet20er3p0_NotBptxOR,0.000,1000,0.000,0.000,0.000,0.000,0.000,1.213
L1_SingleJet20er3p0_NotBptxOR_3BX,0.000,0,0.000,0.000,0.000,0.000,0.000,1.204
L1_SingleJet43er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.204
L1_SingleJet46er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.211
L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,12.366,0,0.000,0.000,0.000,0.000,0.000,1.306
L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,8.092,1,8.092,0.479,0.186,0.073,0.955,1.315
L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,6.724,1,6.724,0.437,0.000,0.000,0.449,1.318
L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,6.250,1,6.250,0.421,0.000,0.000,0.355,1.312
L1_LooseIsoEG24er2p1_HTT100er,8.283,1,8.283,0.485,0.219,0.079,1.007,1.287
L1_LooseIsoEG26er2p1_HTT100er,7.187,1,7.187,0.451,0.000,0.000,0.457,1.280
L1_LooseIsoEG28er2p1_HTT100er,6.469,1,6.469,0.428,0.000,0.000,0.318,1.275
L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,8.357,1,8.357,0.487,0.693,0.140,1.744,1.527
L1_Mu18_HTT100er,1.986,1,1.986,0.237,0.000,0.000,0.294,1.401
L1_Mu18_Jet24er3p0,9.573,0,0.000,0.000,0.000,0.000,0.000,1.390
L1_Mu20_EG17,0.359,1,0.359,0.101,0.000,0.000,0.025,1.267
L1_Mu23_EG10,0.873,1,0.873,0.157,0.000,0.000,0.100,1.339
L1_Mu23_LooseIsoEG10,0.510,1,0.510,0.120,0.000,0.000,0.050,1.286
L1_Mu5_EG23,1.858,1,1.858,0.229,0.334,0.097,0.666,1.311
L1_Mu5_LooseIsoEG20,1.141,1,1.141,0.180,0.000,0.000,0.226,1.219
L1_Mu7_EG23,1.090,1,1.090,0.176,0.000,0.000,0.239,1.281
L1_Mu7_LooseIsoEG20,0.753,1,0.753,0.146,0.000,0.000,0.104,1.207
L1_Mu7_LooseIsoEG23,0.513,1,0.513,0.121,0.000,0.000,0.034,1.207
L1_HTT250er_QuadJet_70_55_40_35_er2p5,8.120,0,0.000,0.000,0.000,0.000,0.000,1.665
L1_HTT280er_QuadJet_70_55_40_35_er2p5,5.766,1,5.766,0.404,0.000,0.000,0.781,1.640
L1_HTT300er_QuadJet_70_55_40_35_er2p5,4.703,1,4.703,0.365,0.000,0.000,0.470,1.626
L1_DoubleJet100er2p3_dEta_Max1p6,4.797,1,4.797,0.369,0.000,0.000,0.818,1.217
L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,2.422,0,0.000,0.000,0.000,0.000,0.000,1.314
L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,1.186,1,1.186,0.183,0.323,0.096,0.470,1.268
L1_IsoTau40er_ETM80,4.649,0,0.000,0.000,0.000,0.000,0.000,1.367
L1_IsoTau40er_ETM85,3.784,0,0.000,0.000,0.000,0.000,0.000,1.362
L1_IsoTau40er_ETM90,2.889,0,0.000,0.000,0.000,0.000,0.000,1.359
L1_IsoTau40er_ETM95,2.338,1,2.338,0.257,0.115,0.057,0.352,1.352
L1_IsoTau40er_ETM100,1.910,1,1.910,0.233,0.000,0.000,0.158,1.347
L1_IsoTau40er_ETM105,1.553,1,1.553,0.210,0.000,0.000,0.081,1.336
L1_IsoTau40er_ETM110,1.280,1,1.280,0.190,0.000,0.000,0.047,1.328
L1_IsoTau40er_ETM115,1.162,1,1.162,0.182,0.000,0.000,0.042,1.322
L1_IsoTau40er_ETM120,1.009,1,1.009,0.169,0.000,0.000,0.036,1.318
L1_IsoTau40er_ETMHF80,3.243,0,0.000,0.000,0.000,0.000,0.000,1.448
L1_IsoTau40er_ETMHF90,1.985,1,1.985,0.237,0.162,0.068,0.323,1.429
L1_IsoTau40er_ETMHF100,1.462,1,1.462,0.204,0.000,0.000,0.100,1.394
L1_IsoTau40er_ETMHF110,0.923,1,0.923,0.162,0.000,0.000,0.030,1.357
L1_IsoTau40er_ETMHF120,0.792,1,0.792,0.150,0.000,0.000,0.024,1.331
L1_Mu22er2p1_IsoTau40er2p1,0.443,1,0.443,0.112,0.000,0.000,0.016,1.203
L1_QuadJet36er3p0_IsoTau52er2p1,5.792,80,0.049,0.037,0.000,0.000,0.017,1.731
L1_ETM80_Jet60_dPhi_Min0p4,14.792,0,0.000,0.000,0.000,0.000,0.000,1.763
L1_ETM90_Jet60_dPhi_Min0p4,7.233,0,0.000,0.000,0.000,0.000,0.000,1.701
L1_ETM100_Jet60_dPhi_Min0p4,3.807,1,3.807,0.329,0.000,0.000,0.654,1.618
L1_ETM110_Jet60_dPhi_Min0p4,1.974,1,1.974,0.237,0.000,0.000,0.119,1.514
L1_DoubleJet60er3p0_ETM70,5.529,0,0.000,0.000,0.000,0.000,0.000,1.711
L1_DoubleJet60er3p0_ETM80,2.709,0,0.000,0.000,0.000,0.000,0.000,1.676
L1_DoubleJet60er3p0_ETM90,1.538,1,1.538,0.209,0.047,0.036,0.257,1.644
L1_DoubleJet60er3p0_ETM100,0.904,1,0.904,0.160,0.000,0.000,0.081,1.595
L1_DoubleEG_LooseIso23_10,4.325,1,4.325,0.350,0.112,0.056,0.748,1.315
L1_DoubleEG_LooseIso24_10,3.926,1,3.926,0.334,0.000,0.000,0.533,1.319
L1_TripleEG_LooseIso20_10_5,3.871,1,3.871,0.331,1.052,0.173,1.503,1.484
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,14.247,0,0.000,0.000,0.000,0.000,0.000,2.051
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,8.671,0,0.000,0.000,0.000,0.000,0.000,1.912
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,6.886,0,0.000,0.000,0.000,0.000,0.000,1.826
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,4.858,1,4.858,0.371,0.000,0.000,0.878,1.731
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,3.969,1,3.969,0.335,0.000,0.000,0.658,1.647
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,4.332,1,4.332,0.350,0.000,0.000,0.653,1.698
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,3.469,1,3.469,0.314,0.000,0.000,0.447,1.610
L1_DoubleJet30_Mass_Min400_Mu6,15.937,0,0.000,0.000,0.000,0.000,0.000,3.039
L1_DoubleJet30_Mass_Min400_Mu10,4.278,0,0.000,0.000,0.000,0.000,0.000,2.744
L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,4.075,0,0.000,0.000,0.000,0.000,0.000,1.228
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,4.064,0,0.000,0.000,0.000,0.000,0.000,2.240
L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,2.979,1,2.979,0.291,0.377,0.103,0.635,1.208
L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,2.457,1,2.457,0.264,0.000,0.000,0.216,1.204
L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,2.117,1,2.117,0.245,0.000,0.000,0.138,1.204
L1_Mu16er2p1_Tau20er2p1,6.774,0,0.000,0.000,0.000,0.000,0.000,1.299
L1_Mu16er2p1_Tau24er2p1,2.890,1,2.890,0.286,0.458,0.114,0.807,1.243
L1_Mu18er2p1_Tau20er2p1,4.894,1,4.894,0.372,0.368,0.102,1.332,1.298
L1_Mu18er2p1_Tau24er2p1,2.218,1,2.218,0.251,0.000,0.000,0.275,1.242
L1_Mu22er2p1_Tau50er2p1,0.342,0,0.000,0.000,0.000,0.000,0.000,1.207
L1_Mu22er2p1_Tau70er2p1,0.238,1,0.238,0.082,0.000,0.000,0.009,1.201
L1_Mu18er2p1_IsoTau26er2p1,0.969,1,0.969,0.166,0.000,0.000,0.074,1.221
L1_Mu20er2p1_IsoTau26er2p1,0.795,1,0.795,0.150,0.000,0.000,0.046,1.219
L1_Mu22er2p1_IsoTau28er2p1,0.653,0,0.000,0.000,0.000,0.000,0.000,1.212
L1_Mu22er2p1_IsoTau30er2p1,0.583,0,0.000,0.000,0.000,0.000,0.000,1.209
L1_Mu22er2p1_IsoTau32er2p1,0.548,1,0.548,0.125,0.000,0.000,0.022,1.209
L1_Mu22er2p1_IsoTau33er2p1,0.547,1,0.547,0.125,0.000,0.000,0.022,1.206
L1_Mu22er2p1_IsoTau34er2p1,0.513,1,0.513,0.121,0.000,0.000,0.020,1.206
L1_Mu22er2p1_IsoTau35er2p1,0.512,1,0.512,0.121,0.000,0.000,0.020,1.205
L1_Mu22er2p1_IsoTau36er2p1,0.512,1,0.512,0.120,0.000,0.000,0.020,1.204
L1_Mu22er2p1_IsoTau38er2p1,0.512,1,0.512,0.120,0.000,0.000,0.020,1.203
L1_Mu6_HTT240er,1.184,1,1.184,0.183,0.000,0.000,0.203,1.440
L1_Mu6_HTT250er,1.016,1,1.016,0.170,0.000,0.000,0.142,1.433
L1_Mu15_HTT100er,2.598,0,0.000,0.000,0.000,0.000,0.000,1.410
L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30,16.695,0,0.000,0.000,0.000,0.000,0.000,2.444
L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30,7.833,0,0.000,0.000,0.000,0.000,0.000,2.535
L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30,3.402,0,0.000,0.000,0.000,0.000,0.000,2.609
L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30,1.802,0,0.000,0.000,0.000,0.000,0.000,2.649
L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30,0.589,1,0.589,0.129,0.368,0.102,0.455,2.597
L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,3.444,0,0.000,0.000,0.000,0.000,0.000,2.209
L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,1.951,0,0.000,0.000,0.000,0.000,0.000,2.294
L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,0.596,1,0.596,0.130,0.199,0.075,0.381,2.336
