seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_DoubleIsoTau34er2p1,4.749,1,4.749,0.367,0.000,0.000,0.375,0.710
L1_DoubleIsoTau35er2p1,4.529,1,4.529,0.358,0.000,0.000,0.341,0.710
L1_DoubleIsoTau36er2p1,4.232,1,4.232,0.346,0.000,0.000,0.298,0.711
L1_DoubleIsoTau38er2p1,3.790,1,3.790,0.328,0.000,0.000,0.243,0.711
L1_SingleJet16,17529.959,0,0.000,0.000,0.000,0.000,0.000,0.796
L1_SingleJet20,12694.730,0,0.000,0.000,0.000,0.000,0.000,0.718
L1_SingleJet35,2463.729,33000,0.063,0.042,0.063,0.042,0.063,0.557
L1_SingleJet60,242.445,3200,0.070,0.044,0.052,0.038,0.057,0.614
L1_SingleJet90,37.764,500,0.057,0.040,0.057,0.040,0.057,0.671
L1_SingleJet120,9.683,130,0.058,0.041,0.000,0.000,0.004,0.684
L1_SingleJet140,4.739,1,4.739,0.367,0.020,0.024,0.425,0.688
L1_SingleJet150,3.578,1,3.578,0.318,0.000,0.000,0.253,0.690
L1_SingleJet160,2.742,1,2.742,0.279,0.000,0.000,0.139,0.691
L1_SingleJet170,2.135,1,2.135,0.246,0.000,0.000,0.092,0.691
L1_SingleJet180,1.647,1,1.647,0.216,0.000,0.000,0.055,0.692
L1_SingleJet200,0.917,1,0.917,0.161,0.000,0.000,0.019,0.688
L1_SingleJet35_FWD,310.987,4100,0.073,0.046,0.073,0.046,0.073,0.324
L1_SingleJet60_FWD,27.752,370,0.066,0.043,0.040,0.034,0.052,0.466
L1_SingleJet90_FWD,3.335,45,0.066,0.043,0.033,0.031,0.038,0.580
L1_SingleJet120_FWD,0.597,8,0.068,0.044,0.000,0.000,0.011,0.601
L1_SingleJet35_HFp,80.190,0,0.000,0.000,0.000,0.000,0.000,0.493
L1_SingleJet35_HFm,57.918,0,0.000,0.000,0.000,0.000,0.000,0.499
L1_SingleJet60_HFp,8.184,0,0.000,0.000,0.000,0.000,0.000,0.583
L1_SingleJet60_HFm,5.976,0,0.000,0.000,0.000,0.000,0.000,0.584
L1_DoubleJet40er3p0,187.473,2500,0.065,0.043,0.052,0.038,0.052,0.458
L1_DoubleJet50er3p0,79.879,0,0.000,0.000,0.000,0.000,0.000,0.582
L1_DoubleJet60er3p0,40.434,0,0.000,0.000,0.000,0.000,0.000,0.648
L1_DoubleJet80er3p0,11.957,0,0.000,0.000,0.000,0.000,0.000,0.683
L1_DoubleJet100er3p0,4.888,1,4.888,0.372,0.196,0.075,0.719,0.693
L1_DoubleJet112er3p0,3.019,1,3.019,0.293,0.000,0.000,0.236,0.696
L1_DoubleJet120er3p0,2.117,1,2.117,0.245,0.000,0.000,0.132,0.698
L1_TripleJet_84_68_48_VBF,5.123,0,0.000,0.000,0.000,0.000,0.000,0.604
L1_TripleJet_88_72_56_VBF,3.043,0,0.000,0.000,0.000,0.000,0.000,0.628
L1_TripleJet_92_76_64_VBF,1.938,0,0.000,0.000,0.000,0.000,0.000,0.645
L1_QuadJet40er3p0,3.890,1,3.890,0.332,2.132,0.246,2.552,0.249
L1_QuadJet50er3p0,1.226,1,1.226,0.186,0.000,0.000,0.202,0.460
L1_QuadJet60er3p0,0.370,1,0.370,0.102,0.000,0.000,0.021,0.593
L1_HTT120er,102.032,1400,0.071,0.045,0.028,0.028,0.056,0.500
L1_HTT160er,39.950,530,0.074,0.046,0.059,0.041,0.060,0.523
L1_HTT200er,17.517,230,0.062,0.042,0.000,0.000,0.027,0.549
L1_HTT220er,12.361,0,0.000,0.000,0.000,0.000,0.000,0.562
L1_HTT240er,8.928,1,8.928,0.503,0.894,0.159,2.171,0.574
L1_HTT255er,6.800,90,0.066,0.043,0.000,0.000,0.008,0.582
L1_HTT270er,5.368,1,5.368,0.390,0.000,0.000,0.521,0.590
L1_HTT280er,4.538,1,4.538,0.359,0.000,0.000,0.331,0.595
L1_HTT300er,3.526,1,3.526,0.316,0.000,0.000,0.197,0.604
L1_HTT320er,2.914,1,2.914,0.287,0.000,0.000,0.140,0.612
L1_HTT340er,2.331,1,2.331,0.257,0.000,0.000,0.098,0.618
L1_HTT380er,1.577,1,1.577,0.211,0.000,0.000,0.054,0.632
L1_HTT400er,1.241,1,1.241,0.188,0.000,0.000,0.038,0.634
L1_HTT450er,0.875,1,0.875,0.157,0.000,0.000,0.020,0.643
L1_HTT500er,0.588,1,0.588,0.129,0.000,0.000,0.010,0.648
L1_ETM30,3192.468,0,0.000,0.000,0.000,0.000,0.000,0.592
L1_ETM40,836.275,0,0.000,0.000,0.000,0.000,0.000,0.461
L1_ETM50,200.373,0,0.000,0.000,0.000,0.000,0.000,0.374
L1_ETM60,50.120,0,0.000,0.000,0.000,0.000,0.000,0.334
L1_ETM70,14.417,0,0.000,0.000,0.000,0.000,0.000,0.340
L1_ETM75,8.424,0,0.000,0.000,0.000,0.000,0.000,0.360
L1_ETM80,5.291,1,5.291,0.387,0.961,0.165,2.049,0.390
L1_ETM85,3.414,1,3.414,0.311,0.000,0.000,0.642,0.425
L1_ETM90,2.390,1,2.390,0.260,0.000,0.000,0.268,0.463
L1_ETM95,1.843,1,1.843,0.229,0.000,0.000,0.156,0.500
L1_ETM100,1.323,1,1.323,0.194,0.000,0.000,0.081,0.530
L1_ETM105,1.043,1,1.043,0.172,0.000,0.000,0.049,0.558
L1_ETM110,0.804,1,0.804,0.151,0.000,0.000,0.029,0.579
L1_ETM115,0.674,1,0.674,0.138,0.000,0.000,0.021,0.595
L1_ETM120,0.516,1,0.516,0.121,0.000,0.000,0.012,0.606
L1_ETM150,0.254,1,0.254,0.085,0.000,0.000,0.003,0.640
L1_ETMHF70,20.219,0,0.000,0.000,0.000,0.000,0.000,0.306
L1_ETMHF80,6.780,0,0.000,0.000,0.000,0.000,0.000,0.336
L1_ETMHF90,3.125,1,3.125,0.298,0.721,0.143,1.270,0.404
L1_ETMHF100,1.667,1,1.667,0.217,0.000,0.000,0.358,0.486
L1_ETMHF110,0.944,1,0.944,0.164,0.000,0.000,0.140,0.555
L1_ETMHF120,0.659,1,0.659,0.137,0.000,0.000,0.072,0.596
L1_ETMHF150,0.325,1,0.325,0.096,0.000,0.000,0.011,0.636
L1_SingleMuOpen_NotBptxOR,0.000,35,0.000,0.000,0.000,0.000,0.000,0.679
L1_SingleMuOpen_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.670
L1_SingleJet20er3p0_NotBptxOR,0.000,1000,0.000,0.000,0.000,0.000,0.000,0.712
L1_SingleJet20er3p0_NotBptxOR_3BX,0.000,0,0.000,0.000,0.000,0.000,0.000,0.714
L1_SingleJet43er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.729
L1_SingleJet46er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,0.737
L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,5.938,1,5.938,0.410,0.160,0.067,0.729,0.627
L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,3.943,1,3.943,0.334,0.000,0.000,0.227,0.641
L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,3.284,1,3.284,0.305,0.000,0.000,0.117,0.644
L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,3.072,1,3.072,0.295,0.000,0.000,0.096,0.645
L1_LooseIsoEG24er2p1_HTT100er,4.163,1,4.163,0.344,0.000,0.000,0.265,0.647
L1_LooseIsoEG26er2p1_HTT100er,3.650,1,3.650,0.322,0.000,0.000,0.131,0.650
L1_LooseIsoEG28er2p1_HTT100er,3.308,1,3.308,0.306,0.000,0.000,0.095,0.652
L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,2.781,1,2.781,0.281,0.000,0.000,0.259,0.508
L1_Mu18_HTT100er,0.856,1,0.856,0.156,0.000,0.000,0.049,0.604
L1_Mu18_Jet24er3p0,4.003,1,4.003,0.337,0.000,0.000,0.432,0.581
L1_Mu20_EG17,0.189,1,0.189,0.073,0.000,0.000,0.006,0.666
L1_Mu23_EG10,0.395,1,0.395,0.106,0.000,0.000,0.021,0.605
L1_Mu23_LooseIsoEG10,0.237,1,0.237,0.082,0.000,0.000,0.012,0.598
L1_Mu5_EG23,0.889,1,0.889,0.159,0.089,0.050,0.207,0.627
L1_Mu5_LooseIsoEG20,0.592,1,0.592,0.130,0.000,0.000,0.078,0.633
L1_Mu7_EG23,0.552,1,0.552,0.125,0.000,0.000,0.081,0.649
L1_Mu7_LooseIsoEG20,0.406,1,0.406,0.107,0.000,0.000,0.039,0.650
L1_Mu7_LooseIsoEG23,0.278,1,0.278,0.089,0.000,0.000,0.014,0.653
L1_HTT250er_QuadJet_70_55_40_35_er2p5,2.482,1,2.482,0.265,0.000,0.000,0.303,0.509
L1_HTT280er_QuadJet_70_55_40_35_er2p5,1.826,1,1.826,0.228,0.000,0.000,0.129,0.520
L1_HTT300er_QuadJet_70_55_40_35_er2p5,1.528,1,1.528,0.208,0.000,0.000,0.091,0.528
L1_DoubleJet100er2p3_dEta_Max1p6,2.785,1,2.785,0.281,0.000,0.000,0.318,0.707
L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,1.171,1,1.171,0.182,0.234,0.081,0.416,0.636
L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,0.630,1,0.630,0.134,0.000,0.000,0.113,0.674
L1_IsoTau40er_ETM80,2.067,1,2.067,0.242,0.000,0.000,0.203,0.608
L1_IsoTau40er_ETM85,1.693,1,1.693,0.219,0.000,0.000,0.129,0.610
L1_IsoTau40er_ETM90,1.303,1,1.303,0.192,0.000,0.000,0.059,0.613
L1_IsoTau40er_ETM95,1.065,1,1.065,0.174,0.000,0.000,0.041,0.616
L1_IsoTau40er_ETM100,0.879,1,0.879,0.158,0.000,0.000,0.029,0.620
L1_IsoTau40er_ETM105,0.724,1,0.724,0.143,0.000,0.000,0.019,0.623
L1_IsoTau40er_ETM110,0.604,1,0.604,0.131,0.000,0.000,0.012,0.627
L1_IsoTau40er_ETM115,0.553,1,0.553,0.125,0.000,0.000,0.011,0.629
L1_IsoTau40er_ETM120,0.483,1,0.483,0.117,0.000,0.000,0.010,0.631
L1_IsoTau40er_ETMHF80,1.251,1,1.251,0.188,0.000,0.000,0.152,0.559
L1_IsoTau40er_ETMHF90,0.794,1,0.794,0.150,0.000,0.000,0.030,0.572
L1_IsoTau40er_ETMHF100,0.620,1,0.620,0.133,0.000,0.000,0.017,0.591
L1_IsoTau40er_ETMHF110,0.414,1,0.414,0.108,0.000,0.000,0.008,0.608
L1_IsoTau40er_ETMHF120,0.368,1,0.368,0.102,0.000,0.000,0.006,0.619
L1_Mu22er2p1_IsoTau40er2p1,0.264,1,0.264,0.086,0.000,0.000,0.005,0.715
L1_QuadJet36er3p0_IsoTau52er2p1,1.694,23,0.072,0.045,0.000,0.000,0.003,0.506
L1_ETM80_Jet60_dPhi_Min0p4,4.315,1,4.315,0.350,0.000,0.000,0.896,0.514
L1_ETM90_Jet60_dPhi_Min0p4,2.284,1,2.284,0.254,0.000,0.000,0.201,0.537
L1_ETM100_Jet60_dPhi_Min0p4,1.332,1,1.332,0.194,0.000,0.000,0.077,0.566
L1_ETM110_Jet60_dPhi_Min0p4,0.772,1,0.772,0.148,0.000,0.000,0.024,0.592
L1_DoubleJet60er3p0_ETM70,1.732,1,1.732,0.222,0.213,0.078,0.419,0.536
L1_DoubleJet60er3p0_ETM80,0.883,1,0.883,0.158,0.000,0.000,0.074,0.546
L1_DoubleJet60er3p0_ETM90,0.525,1,0.525,0.122,0.000,0.000,0.024,0.561
L1_DoubleJet60er3p0_ETM100,0.329,1,0.329,0.097,0.000,0.000,0.013,0.580
L1_DoubleEG_LooseIso23_10,2.056,1,2.056,0.241,0.000,0.000,0.151,0.625
L1_DoubleEG_LooseIso24_10,1.862,1,1.862,0.230,0.000,0.000,0.119,0.626
L1_TripleEG_LooseIso20_10_5,1.345,1,1.345,0.195,0.161,0.068,0.306,0.516
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,3.304,1,3.304,0.306,0.755,0.146,1.226,0.476
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,2.320,1,2.320,0.256,0.000,0.000,0.372,0.511
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,2.040,1,2.040,0.240,0.000,0.000,0.266,0.541
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,1.590,1,1.590,0.212,0.000,0.000,0.136,0.567
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,1.421,1,1.421,0.201,0.000,0.000,0.116,0.590
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,1.480,1,1.480,0.205,0.000,0.000,0.114,0.580
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,1.289,1,1.289,0.191,0.000,0.000,0.092,0.598
L1_DoubleJet30_Mass_Min400_Mu6,1.149,1,1.149,0.181,0.596,0.130,0.783,0.219
L1_DoubleJet30_Mass_Min400_Mu10,0.446,1,0.446,0.112,0.000,0.000,0.145,0.286
L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,2.262,1,2.262,0.253,0.155,0.066,0.405,0.682
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,0.727,0,0.000,0.000,0.000,0.000,0.000,0.400
L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,1.719,1,1.719,0.221,0.000,0.000,0.143,0.697
L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,1.431,1,1.431,0.201,0.000,0.000,0.059,0.701
L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,1.235,1,1.235,0.187,0.000,0.000,0.043,0.703
L1_Mu16er2p1_Tau20er2p1,3.270,1,3.270,0.304,0.000,0.000,0.438,0.627
L1_Mu16er2p1_Tau24er2p1,1.573,1,1.573,0.211,0.000,0.000,0.138,0.677
L1_Mu18er2p1_Tau20er2p1,2.374,1,2.374,0.259,0.000,0.000,0.189,0.630
L1_Mu18er2p1_Tau24er2p1,1.214,1,1.214,0.186,0.000,0.000,0.067,0.680
L1_Mu22er2p1_Tau50er2p1,0.203,1,0.203,0.076,0.000,0.000,0.004,0.716
L1_Mu22er2p1_Tau70er2p1,0.143,1,0.143,0.064,0.000,0.000,0.003,0.719
L1_Mu18er2p1_IsoTau26er2p1,0.552,1,0.552,0.125,0.000,0.000,0.021,0.696
L1_Mu20er2p1_IsoTau26er2p1,0.454,1,0.454,0.113,0.000,0.000,0.014,0.697
L1_Mu22er2p1_IsoTau28er2p1,0.379,1,0.379,0.104,0.000,0.000,0.010,0.704
L1_Mu22er2p1_IsoTau30er2p1,0.341,1,0.341,0.098,0.000,0.000,0.008,0.707
L1_Mu22er2p1_IsoTau32er2p1,0.321,1,0.321,0.095,0.000,0.000,0.007,0.709
L1_Mu22er2p1_IsoTau33er2p1,0.322,1,0.322,0.096,0.000,0.000,0.007,0.711
L1_Mu22er2p1_IsoTau34er2p1,0.302,1,0.302,0.093,0.000,0.000,0.007,0.710
L1_Mu22er2p1_IsoTau35er2p1,0.302,1,0.302,0.093,0.000,0.000,0.007,0.710
L1_Mu22er2p1_IsoTau36er2p1,0.303,1,0.303,0.093,0.000,0.000,0.007,0.712
L1_Mu22er2p1_IsoTau38er2p1,0.303,1,0.303,0.093,0.000,0.000,0.007,0.713
L1_Mu6_HTT240er,0.482,1,0.482,0.117,0.000,0.000,0.039,0.586
L1_Mu6_HTT250er,0.417,1,0.417,0.109,0.000,0.000,0.031,0.588
L1_Mu15_HTT100er,1.097,1,1.097,0.176,0.000,0.000,0.096,0.595
L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30,1.738,1,1.738,0.222,0.707,0.142,1.069,0.254
L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30,0.760,1,0.760,0.147,0.000,0.000,0.257,0.246
L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30,0.320,1,0.320,0.095,0.000,0.000,0.082,0.245
L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30,0.175,1,0.175,0.070,0.000,0.000,0.036,0.257
L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30,0.064,1,0.064,0.043,0.000,0.000,0.011,0.284
L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,0.489,1,0.489,0.118,0.000,0.000,0.151,0.314
L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,0.263,1,0.263,0.086,0.000,0.000,0.058,0.309
L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,0.080,1,0.080,0.048,0.000,0.000,0.014,0.315
L1_DoubleMu3_SQ_ETMHF70_Jet60_OR_DoubleJet30,0.047,1,0.047,0.037,0.000,0.000,0.007,0.333
