id,name,proposed name,2,1.8,1.6,1.4,1.2,1,0.75,0.5,0.25,xml,POG,PAG,comment
182,L1_ETM50,,0,0,0,0,0,0,0,0,0,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
183,L1_ETM60,,0,0,0,0,0,0,0,0,0,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
184,L1_ETM70,,0,0,0,0,0,0,0,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
185,L1_ETM75,,0,0,0,0,0,0,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
186,L1_ETM80,,0,0,0,0,0,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
187,L1_ETM85,,0,0,0,0,0,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
188,L1_ETM90,,0,0,0,0,1,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
189,L1_ETM95,,0,0,0,1,1,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
190,L1_ETM100,,0,0,1,1,1,1,1,1,1,x,VSUM,BASE,slim: * calibrated/pile-up-subtracted
191,L1_ETM105,,0,1,1,1,1,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
192,L1_ETM110,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,slim:
193,L1_ETM115,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
194,L1_ETM120,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,slim:
195,L1_ETM150,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,Susy:
196,L1_ETMHF70,,0,0,0,0,0,0,0,1,1,x,VSUM,BASE,Susy:
197,L1_ETMHF80,,0,0,0,0,0,0,1,1,1,x,VSUM,BASE,Susy:
198,L1_ETMHF90,,0,0,0,0,1,1,1,1,1,x,VSUM,BASE,Susy:
199,L1_ETMHF100,,0,0,0,1,1,1,1,1,1,x,VSUM,BASE,Susy:
200,L1_ETMHF110,,0,1,1,1,1,1,1,1,1,x,VSUM,BASE,Susy:
201,L1_ETMHF120,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,Susy:
202,L1_ETMHF150,,1,1,1,1,1,1,1,1,1,x,VSUM,BASE,Susy:
210,L1_SingleMuOpen_NotBptxOR,,35,35,35,35,35,35,35,35,35,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66 , PS>=20, rate=300Hz"
211,L1_SingleMuOpen_NotBptxOR_3BX,,1,1,1,1,1,1,1,1,1,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66 , PS=1"
212,L1_SingleJet20er3p0_NotBptxOR,L1_SingleJetC20_NotBptxOR,1000,1000,1000,1000,1000,1000,1000,1000,1000,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66 ,PS>=400, rate=300Hz"
213,L1_SingleJet20er3p0_NotBptxOR_3BX,L1_SingleJetC20_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66, PS=0"
214,L1_SingleJet43er3p0_NotBptxOR_3BX,L1_SingleJetC43_NotBptxOR_3BX,1,1,1,1,1,1,1,1,1,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66 , PS=1"
215,L1_SingleJet46er3p0_NotBptxOR_3BX,L1_SingleJetC46_NotBptxOR_3BX,1,1,1,1,1,1,1,1,1,x,PHY,EXO,"EXO: https://its.cern.ch/jira/browse/CMSLITDPG-66 , PS=1"
220,L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,"L1_IsoEG24er_JetC26_dR_Min0p3, L1_IsoEG24er2p1_Jet26er3p0_dR_Min0p3",0,0,0,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
221,L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,"L1_IsoEG26er_JetC34_dR_Min0p3, L1_IsoEG26er2p1_Jet34er3p0_dR_Min0p3",0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
222,L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,"L1_IsoEG28er_JetC34_dR_Min0p3, L1_IsoEG28er2p1_Jet34er3p0_dR_Min0p3",0,1,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
223,L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,"L1_IsoEG30er_JetC34_dR_Min0p3, L1_IsoEG30er2p1_Jet34er3p0_dR_Min0p3",1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
224,L1_LooseIsoEG24er2p1_HTT100er,"L1_IsoEG24er_HTT100er, L1_IsoEG24er2p1_HTT100er",0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
225,L1_LooseIsoEG26er2p1_HTT100er,"L1_IsoEG26er_HTT100er, L1_IsoEG26er2p1_HTT100er",0,1,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
226,L1_LooseIsoEG28er2p1_HTT100er,"L1_IsoEG28er2p1_HTT100, L1_IsoEG28er2p1_HTT100er",1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
227,L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,"L1_IsoEG24er_TripleJet_C26_26_C26, L1_IsoEG24er2p1_TripleJet_26er3p0_26_26er3p0",0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://indico.cern.ch/event/624718/contributions/2522421/attachments/1430539/2197252/new_seeds_top_20March.pdf
228,L1_Mu18_HTT100er,L1_Mu18_HTT100,0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top: https://its.cern.ch/jira/browse/CMSLITDPG-84
229,L1_Mu18_Jet24er3p0,L1_Mu18_JetC24,0,0,0,1,1,1,1,1,1,x,PHY,TOP,Top: additional
230,L1_Mu20_EG17,,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
231,L1_Mu23_EG10,,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
232,L1_Mu23_LooseIsoEG10,L1_Mu23_IsoEG10,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
233,L1_Mu5_EG23,,0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://indico.cern.ch/event/626583/contributions/2530434/attachments/1434408/2205039/TOP_PAG_proposal_for_EGMu_seeds.pdf
234,L1_Mu5_LooseIsoEG20,L1_Mu5_IsoEG20,0,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://indico.cern.ch/event/626583/contributions/2530434/attachments/1434408/2205039/TOP_PAG_proposal_for_EGMu_seeds.pdf
235,L1_Mu7_EG23,,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
236,L1_Mu7_LooseIsoEG20,L1_Mu7_IsoEG20,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
237,L1_Mu7_LooseIsoEG23,L1_Mu7_IsoEG23,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - emu: https://its.cern.ch/jira/browse/CMSLITDPG-76
238,L1_HTT250er_QuadJet_70_55_40_35_er2p5,L1_HTT250_QuadJet_70_55_40_35_etarestr,0,0,0,1,1,1,1,1,1,x,PHY,TOP,Top - hadronic: https://its.cern.ch/jira/browse/CMSLITDPG-84
239,L1_HTT280er_QuadJet_70_55_40_35_er2p5,L1_HTT280_QuadJet_70_55_40_35_etarestr,0,0,1,1,1,1,1,1,1,x,PHY,TOP,Top - hadronic: https://its.cern.ch/jira/browse/CMSLITDPG-84
240,L1_HTT300er_QuadJet_70_55_40_35_er2p5,L1_HTT300_QuadJet_70_55_40_35_etarestr,1,1,1,1,1,1,1,1,1,x,PHY,TOP,Top - hadronic: https://its.cern.ch/jira/browse/CMSLITDPG-84
245,L1_DoubleJet100er2p3_dEta_Max1p6,L1_DoubleJet100Eta2p3_dEtaMax1p6,0,0,1,1,1,1,1,1,1,x,PHY,HIG,Higgs H to bb: https://its.cern.ch/jira/browse/CMSLITDPG-38
246,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,L1_Mu10Eta2p3_Jet32Eta2p3_dRMax0p4_DoubleJet32Eta2p3_dEtaMax1p6,0,0,0,1,1,1,1,1,1,x,PHY,HIG,Higgs H to bb: https://its.cern.ch/jira/browse/CMSLITDPG-38
247,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,Higgs H to bb: https://its.cern.ch/jira/browse/CMSLITDPG-38
248,L1_IsoTau40er_ETM80,,0,0,0,0,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
249,L1_IsoTau40er_ETM85,,0,0,0,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
250,L1_IsoTau40er_ETM90,,0,0,0,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
251,L1_IsoTau40er_ETM95,,0,0,1,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
252,L1_IsoTau40er_ETM100,L1_SingleIsoTau40er_ETM100,1,1,1,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
253,L1_IsoTau40er_ETM105,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
254,L1_IsoTau40er_ETM110,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
255,L1_IsoTau40er_ETM115,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
256,L1_IsoTau40er_ETM120,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
257,L1_IsoTau40er_ETMHF80,,0,0,0,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
258,L1_IsoTau40er_ETMHF90,,0,0,1,1,1,1,1,1,1,x,PHY,HIG,tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48
259,L1_IsoTau40er_ETMHF100,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
260,L1_IsoTau40er_ETMHF110,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
261,L1_IsoTau40er_ETMHF120,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
262,L1_Mu22er2p1_IsoTau40er2p1,L1_SingleMu22er_IsoTau40er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48 , monitoring: must be unprescaled"
263,L1_QuadJet36er3p0_IsoTau52er2p1,L1_QuadJetC36_IsoTau52er,190,125,80,50,30,23,1,1,1,x,PHY,HIG,"tau + MET: https://its.cern.ch/jira/browse/CMSLITDPG-48 , monitoring: prescaled, 50 Hz"
264,L1_ETM80_Jet60_dPhi_Min0p4,,0,0,0,0,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
265,L1_ETM90_Jet60_dPhi_Min0p4,,0,0,0,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
266,L1_ETM100_Jet60_dPhi_Min0p4,,0,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
267,L1_ETM110_Jet60_dPhi_Min0p4,,0,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
268,L1_DoubleJet60er3p0_ETM70,L1_DoubleJetC60_ETM70,0,0,0,0,0,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
269,L1_DoubleJet60er3p0_ETM80,L1_DoubleJetC60_ETM80,0,0,0,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
270,L1_DoubleJet60er3p0_ETM90,L1_DoubleJetC60_ETM90,0,0,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
271,L1_DoubleJet60er3p0_ETM100,L1_DoubleJetC60_ETM100,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-87
272,L1_DoubleEG_LooseIso23_10,L1_DoubleEG_Iso23_10,0,0,1,1,1,1,1,1,1,x,PHY,HIG,"HZZ, HWW: https://indico.cern.ch/event/630992/contributions/2549890/attachments/1442254/2222923/L1Status_DPG.pdf"
273,L1_DoubleEG_LooseIso24_10,L1_DoubleEG_Iso24_10,0,1,1,1,1,1,1,1,1,x,PHY,HIG,"HZZ, HWW: https://indico.cern.ch/event/630992/contributions/2549890/attachments/1442254/2222923/L1Status_DPG.pdf"
274,L1_TripleEG_LooseIso20_10_5,L1_TripleEG_Iso20_10_5,0,0,1,1,1,1,1,1,1,x,PHY,HIG,"HZZ, HWW: https://indico.cern.ch/event/630992/contributions/2549890/attachments/1442254/2222923/L1Status_DPG.pdf"
275,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,L1_DoubleJet_90_30_Mj30j30_620,0,0,0,0,1,1,1,1,1,x,PHY,HIG,Higgs VBF H to tau tau:
276,L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,L1_DoubleJet_100_30_Mj30j30_620,0,0,0,1,1,1,1,1,1,x,PHY,HIG,Higgs VBF H to tau tau:
277,L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,L1_DoubleJet_100_35_Mj35j35_620,0,0,0,1,1,1,1,1,1,x,PHY,HIG,Higgs VBF H to tau tau: https://its.cern.ch/jira/browse/CMSLITDPG-102
278,L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,,0,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-102
279,L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,,0,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-102
280,L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,,0,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-102
281,L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-102
282,L1_DoubleJet30_Mass_Min400_Mu6,L1_DoubleJet30_Mj30j30_400_Mu6,0,0,0,0,1,1,1,1,1,x,PHY,HIG,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
283,L1_DoubleJet30_Mass_Min400_Mu10,L1_DoubleJet30_Mj30j30_400_Mu10,0,0,0,1,1,1,1,1,1,x,PHY,HIG,Higgs VBF H to tau tau: https://its.cern.ch/jira/browse/CMSLITDPG-102
284,L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,L1_IsoEG18er2p1_IsoTau24er2p1_dR_Min0p3,0,0,0,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-100
285,L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,L1_DoubleJet35_rmovlp_ISOTAU45_Mass_Min450,0,0,0,0,0,0,0,0,0,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-121
286,L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,L1_IsoEG20er2p1_IsoTau25er2p1_dR_Min0p3,0,0,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-100
287,L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,L1_IsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-100
288,L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,L1_IsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-150
289,L1_Mu16er2p1_Tau20er2p1,L1_Mu16er_Tau20er,0,0,0,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
290,L1_Mu16er2p1_Tau24er2p1,L1_Mu16er_Tau24er,0,0,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
291,L1_Mu18er2p1_Tau20er2p1,L1_Mu18er_Tau20er,0,0,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
292,L1_Mu18er2p1_Tau24er2p1,L1_Mu18er_Tau24er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
293,L1_Mu22er2p1_Tau50er2p1,L1_Mu22er_Tau50er,0,0,0,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleTau50er"
294,L1_Mu22er2p1_Tau70er2p1,L1_Mu22er_Tau70er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleTau70er"
295,L1_Mu18er2p1_IsoTau26er2p1,L1_Mu18er_IsoTau26er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
296,L1_Mu20er2p1_IsoTau26er2p1,L1_Mu20er_IsoTau26er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,https://its.cern.ch/jira/browse/CMSLITDPG-82
297,L1_Mu22er2p1_IsoTau28er2p1,L1_Mu22er_IsoTau28er,0,0,0,0,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau28er"
298,L1_Mu22er2p1_IsoTau30er2p1,L1_Mu22er_IsoTau30er,0,0,0,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau30er"
299,L1_Mu22er2p1_IsoTau32er2p1,L1_Mu22er_IsoTau32er,0,0,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau32er"
300,L1_Mu22er2p1_IsoTau33er2p1,L1_Mu22er_IsoTau33er,0,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau33er"
301,L1_Mu22er2p1_IsoTau34er2p1,L1_Mu22er_IsoTau34er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau34er"
302,L1_Mu22er2p1_IsoTau35er2p1,L1_Mu22er_IsoTau35er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau35er"
303,L1_Mu22er2p1_IsoTau36er2p1,L1_Mu22er_IsoTau36er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau36er"
304,L1_Mu22er2p1_IsoTau38er2p1,L1_Mu22er_IsoTau38er,1,1,1,1,1,1,1,1,1,x,PHY,HIG,"https://its.cern.ch/jira/browse/CMSLITDPG-103 , sync: L1_DoubleIsoTau38er"
305,L1_Mu6_HTT240er,L1_Mu6_HTT240,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy: https://indico.cern.ch/event/623066/contributions/2513193/attachments/1426266/2189134/L1shoppinglist.pdf
306,L1_Mu6_HTT250er,L1_Mu6_HTT250,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
307,L1_Mu15_HTT100er,L1_Mu15_HTT100,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
308,L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30,L1_DoubleMu0_ETMHF40_Jet60ORDiJet30,0,0,0,0,0,1,1,1,1,x,PHY,SUS,Susy:
309,L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30,L1_DoubleMu0_ETMHF50_Jet60ORDiJet30,0,0,0,0,0,1,1,1,1,x,PHY,SUS,Susy:
310,L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30,L1_DoubleMu0_ETMHF60_Jet60ORDiJet30,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
311,L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30,L1_DoubleMu0_ETMHF70_Jet60ORDiJet30,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
312,L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30,L1_DoubleMu0_ETMHF80_Jet60ORDiJet30,0,0,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
313,L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,L1_DoubleMu3HighQual_ETMHF40_Jet60ORDiJet30,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
314,L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,L1_DoubleMu3HighQual_ETMHF50_Jet60ORDiJet30,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
315,L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,L1_DoubleMu3HighQual_ETMHF60_Jet60ORDiJet30,0,0,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
316,L1_DoubleMu3_SQ_ETMHF70_Jet60_OR_DoubleJet30,L1_DoubleMu3HighQual_ETMHF70_Jet60ORDiJet30,0,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
317,L1_DoubleMu3_SQ_ETMHF80_Jet60_OR_DoubleJet30,L1_DoubleMu3HighQual_ETMHF80_Jet60ORDiJet30,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
318,L1_DoubleMu3_SQ_HTT100er,L1_DoubleMu3HighQual_HTT100,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
319,L1_DoubleMu3_SQ_HTT200er,,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Added by L1DPG
320,L1_DoubleMu3_SQ_HTT220er,,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Added by L1DPG
321,L1_DoubleMu3_SQ_HTT240er,,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Added by L1DPG
322,L1_DoubleMu_15_7_SQ,L1_DoubleMuHighQual_15_7,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
323,L1_DoubleMu_15_7_SQ_Mass_Min4,L1_DoubleMuHighQual_15_7_Mass4,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
324,L1_TripleMu3_SQ,L1_TripleMu3_HighQual,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
325,L1_DoubleEG6_HTT240er,L1_DoubleEG6_HTT240,0,0,0,1,1,1,1,1,1,x,PHY,SUS,Susy:
326,L1_DoubleEG6_HTT250er,L1_DoubleEG6_HTT250,0,0,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
327,L1_DoubleEG6_HTT270er,L1_DoubleEG6_HTT270,0,0,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
328,L1_DoubleEG6_HTT300er,L1_DoubleEG6_HTT300,1,1,1,1,1,1,1,1,1,x,PHY,SUS,Susy:
329,L1_ETMHF70_Jet60_OR_DoubleJet30,L1_ETMHF70_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
330,L1_ETMHF75_Jet60_OR_DoubleJet30,L1_ETMHF75_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
331,L1_ETMHF80_Jet60_OR_DoubleJet30,L1_ETMHF80_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
332,L1_ETMHF85_Jet60_OR_DoubleJet30,L1_ETMHF85_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
333,L1_ETMHF90_Jet60_OR_DoubleJet30,L1_ETMHF90_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
334,L1_ETMHF95_Jet60_OR_DoubleJet30,L1_ETMHF95_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
335,L1_ETMHF100_Jet60_OR_DoubleJet30,L1_ETMHF100_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
336,L1_ETMHF105_Jet60_OR_DoubleJet30,L1_ETMHF105_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
337,L1_ETMHF110_Jet60_OR_DoubleJet30,L1_ETMHF110_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
338,L1_ETMHF115_Jet60_OR_DoubleJet30,L1_ETMHF115_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
339,L1_ETMHF120_Jet60_OR_DoubleJet30,L1_ETMHF120_Jet60ORDiJet30,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
340,L1_ETMHF70_Jet60_OR_DiJet30woTT28,L1_ETMHF70_Jet60ORDiJet30NoTT28,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
341,L1_ETMHF80_Jet60_OR_DiJet30woTT28,L1_ETMHF80_Jet60ORDiJet30NoTT28,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
342,L1_ETMHF90_Jet60_OR_DiJet30woTT28,L1_ETMHF90_Jet60ORDiJet30NoTT28,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
343,L1_ETMHF100_Jet60_OR_DiJet30woTT28,L1_ETMHF100_Jet60ORDiJet30NoTT28,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
344,L1_ETMHF110_Jet60_OR_DiJet30woTT28,L1_ETMHF110_Jet60ORDiJet30NoTT28,0,0,0,0,0,0,0,0,0,x,PHY,SUS,Susy:
