seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_SingleJet20er3p0_NotBptxOR_3BX,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_SingleJet43er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.000
L1_SingleJet46er3p0_NotBptxOR_3BX,0.000,1,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min300_dEta_Max1p5,2.531,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min320_dEta_Max1p5,1.669,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min340_dEta_Max1p5,1.265,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min360_dEta_Max1p5,0.808,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min380_dEta_Max1p5,0.619,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min400_dEta_Max1p5,0.458,1,0.458,0.111,0.000,0.000,0.021,1.000
L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3,14.752,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3,10.391,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3,8.641,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3,7.699,1,7.699,0.455,0.108,0.054,0.926,1.000
L1_LooseIsoEG24er2p1_HTT100er,9.987,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG26er2p1_HTT100er,8.911,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_LooseIsoEG28er2p1_HTT100er,7.726,1,7.726,0.456,0.538,0.120,1.254,1.000
L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0,10.714,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu18_HTT100er,1.884,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu18_Jet24er3p0,10.149,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu20_EG17,0.242,1,0.242,0.081,0.000,0.000,0.045,1.000
L1_Mu23_EG10,1.211,1,1.211,0.181,0.027,0.027,0.332,1.000
L1_Mu23_LooseIsoEG10,0.404,1,0.404,0.104,0.000,0.000,0.094,1.000
L1_Mu5_EG23,1.777,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu5_LooseIsoEG20,1.319,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu7_EG23,0.996,1,0.996,0.164,0.377,0.101,0.515,1.000
L1_Mu7_LooseIsoEG20,0.727,1,0.727,0.140,0.269,0.085,0.361,1.000
L1_Mu7_LooseIsoEG23,0.377,1,0.377,0.101,0.000,0.000,0.060,1.000
L1_HTT250er_QuadJet_70_55_40_35_er2p5,11.414,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_HTT280er_QuadJet_70_55_40_35_er2p5,8.507,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_HTT300er_QuadJet_70_55_40_35_er2p5,6.838,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_HTT320er_QuadJet_70_55_40_40_er2p4,4.011,1,4.011,0.329,0.000,0.000,0.475,1.000
L1_HTT320er_QuadJet_70_55_40_40_er2p5,4.630,1,4.630,0.353,0.000,0.000,0.617,1.000
L1_HTT340er_QuadJet_70_55_40_40_er2p5,3.634,1,3.634,0.313,0.000,0.000,0.372,1.000
L1_DoubleJet100er2p3_dEta_Max1p6,4.550,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet112er2p3_dEta_Max1p6,2.880,1,2.880,0.278,0.242,0.081,0.626,1.000
L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6,2.746,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6,1.158,1,1.158,0.177,0.431,0.108,0.625,1.000
L1_IsoTau40er_ETM80,4.738,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETM85,3.877,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETM90,2.988,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETM95,2.450,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETM100,2.019,1,2.019,0.233,0.027,0.027,0.296,1.000
L1_IsoTau40er_ETM105,1.696,1,1.696,0.214,0.000,0.000,0.181,1.000
L1_IsoTau40er_ETM110,1.346,1,1.346,0.190,0.000,0.000,0.086,1.000
L1_IsoTau40er_ETM115,1.158,1,1.158,0.177,0.000,0.000,0.061,1.000
L1_IsoTau40er_ETM120,0.915,1,0.915,0.157,0.000,0.000,0.037,1.000
L1_IsoTau40er_ETMHF80,3.850,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETMHF90,2.423,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_IsoTau40er_ETMHF100,1.615,1,1.615,0.209,0.081,0.047,0.245,1.000
L1_IsoTau40er_ETMHF110,0.996,1,0.996,0.164,0.000,0.000,0.061,1.000
L1_IsoTau40er_ETMHF120,0.835,1,0.835,0.150,0.000,0.000,0.034,1.000
L1_Mu22er2p1_IsoTau40er2p1,0.135,1,0.135,0.060,0.000,0.000,0.011,1.000
L1_QuadJet36er3p0_IsoTau52er2p1,9.503,190,0.027,0.027,0.000,0.000,0.005,1.000
L1_ETM80_Jet60_dPhi_Min0p4,47.165,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_ETM90_Jet60_dPhi_Min0p4,24.363,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_ETM100_Jet60_dPhi_Min0p4,13.003,0,0.000,0.000,0.000,0.000,0.000,1.000
